county,cc,mc,date,year,month,fatalities,driver,passenger,pedestrian,cyclist,avg_12mo
,,,2001-01-01,2001,1,46,26,9,10,1,46.0
,,,2001-02-01,2001,2,56,34,13,7,2,51.0
,,,2001-03-01,2001,3,62,37,11,14,0,54.7
,,,2001-04-01,2001,4,38,23,6,6,3,50.5
,,,2001-05-01,2001,5,63,35,13,10,5,53.0
,,,2001-06-01,2001,6,66,30,21,9,6,55.2
,,,2001-07-01,2001,7,64,42,16,5,1,56.4
,,,2001-08-01,2001,8,59,33,15,10,1,56.8
,,,2001-09-01,2001,9,60,39,11,8,2,57.1
,,,2001-10-01,2001,10,55,27,12,13,3,56.9
,,,2001-11-01,2001,11,60,33,14,13,0,57.2
,,,2001-12-01,2001,12,78,40,18,19,1,58.9
,,,2002-01-01,2002,1,69,37,9,23,0,60.8
,,,2002-02-01,2002,2,47,25,6,15,1,60.1
,,,2002-03-01,2002,3,54,31,9,13,1,59.4
,,,2002-04-01,2002,4,58,34,14,8,2,61.1
,,,2002-05-01,2002,5,43,21,12,10,0,59.4
,,,2002-06-01,2002,6,73,44,13,13,3,60.0
,,,2002-07-01,2002,7,71,45,16,7,3,60.6
,,,2002-08-01,2002,8,53,27,16,10,0,60.1
,,,2002-09-01,2002,9,79,43,18,17,1,61.7
,,,2002-10-01,2002,10,84,37,17,26,4,64.1
,,,2002-11-01,2002,11,47,20,10,17,0,63.0
,,,2002-12-01,2002,12,56,31,14,11,0,61.2
,,,2003-01-01,2003,1,57,26,15,16,0,60.2
,,,2003-02-01,2003,2,42,21,11,9,1,59.8
,,,2003-03-01,2003,3,49,24,11,13,1,59.3
,,,2003-04-01,2003,4,47,35,6,6,0,58.4
,,,2003-05-01,2003,5,69,42,18,9,0,60.6
,,,2003-06-01,2003,6,85,51,23,9,2,61.6
,,,2003-07-01,2003,7,56,28,14,12,2,60.3
,,,2003-08-01,2003,8,76,48,19,8,1,62.2
,,,2003-09-01,2003,9,51,26,18,7,0,59.9
,,,2003-10-01,2003,10,61,38,10,12,1,58.0
,,,2003-11-01,2003,11,58,34,9,13,2,58.9
,,,2003-12-01,2003,12,50,22,9,18,1,58.4
,,,2004-01-01,2004,1,50,31,9,10,0,57.8
,,,2004-02-01,2004,2,48,34,5,8,1,58.3
,,,2004-03-01,2004,3,43,25,8,9,1,57.8
,,,2004-04-01,2004,4,40,26,4,9,1,57.2
,,,2004-05-01,2004,5,59,29,14,15,1,56.4
,,,2004-06-01,2004,6,63,41,10,9,3,54.6
,,,2004-07-01,2004,7,63,42,9,9,3,55.2
,,,2004-08-01,2004,8,61,38,10,12,1,53.9
,,,2004-09-01,2004,9,62,31,14,16,1,54.8
,,,2004-10-01,2004,10,71,39,18,14,0,55.7
,,,2004-11-01,2004,11,56,29,14,12,1,55.5
,,,2004-12-01,2004,12,59,29,8,20,2,56.2
,,,2005-01-01,2005,1,47,30,9,8,0,56.0
,,,2005-02-01,2005,2,32,18,7,7,0,54.7
,,,2005-03-01,2005,3,57,34,9,14,0,55.8
,,,2005-04-01,2005,4,57,34,9,13,1,57.2
,,,2005-05-01,2005,5,50,29,7,13,1,56.5
,,,2005-06-01,2005,6,76,50,14,8,4,57.6
,,,2005-07-01,2005,7,66,40,14,9,3,57.8
,,,2005-08-01,2005,8,64,35,22,5,2,58.1
,,,2005-09-01,2005,9,69,38,12,18,1,58.7
,,,2005-10-01,2005,10,65,32,12,19,2,58.2
,,,2005-11-01,2005,11,71,34,18,18,1,59.4
,,,2005-12-01,2005,12,60,31,12,16,1,59.5
,,,2006-01-01,2006,1,68,31,12,24,1,61.2
,,,2006-02-01,2006,2,42,26,6,10,0,62.1
,,,2006-03-01,2006,3,63,38,12,13,0,62.6
,,,2006-04-01,2006,4,65,35,23,7,0,63.2
,,,2006-05-01,2006,5,70,41,14,13,2,64.9
,,,2006-06-01,2006,6,41,25,7,8,1,62.0
,,,2006-07-01,2006,7,72,45,13,12,2,62.5
,,,2006-08-01,2006,8,66,41,13,11,1,62.7
,,,2006-09-01,2006,9,75,39,19,15,2,63.2
,,,2006-10-01,2006,10,67,38,9,19,1,63.3
,,,2006-11-01,2006,11,63,31,15,17,0,62.7
,,,2006-12-01,2006,12,71,38,17,15,1,63.6
,,,2007-01-01,2007,1,69,40,14,15,0,63.7
,,,2007-02-01,2007,2,45,25,9,11,0,63.9
,,,2007-03-01,2007,3,57,26,15,16,0,63.4
,,,2007-04-01,2007,4,41,28,7,6,0,61.4
,,,2007-05-01,2007,5,54,45,6,3,0,60.1
,,,2007-06-01,2007,6,67,44,10,11,2,62.2
,,,2007-07-01,2007,7,79,51,16,10,2,62.8
,,,2007-08-01,2007,8,65,38,14,13,0,62.8
,,,2007-09-01,2007,9,63,41,13,7,2,61.8
,,,2007-10-01,2007,10,70,37,12,18,3,62.0
,,,2007-11-01,2007,11,53,27,9,15,2,61.2
,,,2007-12-01,2007,12,59,25,8,25,1,60.2
,,,2008-01-01,2008,1,59,34,8,14,3,59.3
,,,2008-02-01,2008,2,40,19,8,13,0,58.9
,,,2008-03-01,2008,3,33,18,7,7,1,56.9
,,,2008-04-01,2008,4,50,30,8,11,1,57.7
,,,2008-05-01,2008,5,46,28,7,10,1,57.0
,,,2008-06-01,2008,6,51,30,8,8,5,55.7
,,,2008-07-01,2008,7,55,30,10,14,1,53.7
,,,2008-08-01,2008,8,52,31,12,5,4,52.6
,,,2008-09-01,2008,9,46,25,10,9,2,51.2
,,,2008-10-01,2008,10,60,29,14,16,1,50.3
,,,2008-11-01,2008,11,52,28,12,11,1,50.2
,,,2008-12-01,2008,12,46,18,8,20,0,49.2
,,,2009-01-01,2009,1,57,24,9,24,0,49.0
,,,2009-02-01,2009,2,45,23,7,15,0,49.4
,,,2009-03-01,2009,3,35,14,10,11,0,49.6
,,,2009-04-01,2009,4,48,30,7,11,0,49.4
,,,2009-05-01,2009,5,43,23,5,13,2,49.2
,,,2009-06-01,2009,6,51,34,7,7,3,49.2
,,,2009-07-01,2009,7,56,32,8,13,3,49.2
,,,2009-08-01,2009,8,57,27,15,13,2,49.7
,,,2009-09-01,2009,9,52,33,9,8,2,50.2
,,,2009-10-01,2009,10,42,22,6,14,0,48.7
,,,2009-11-01,2009,11,49,24,10,13,2,48.4
,,,2009-12-01,2009,12,49,29,5,15,0,48.7
,,,2010-01-01,2010,1,37,22,9,6,0,47.0
,,,2010-02-01,2010,2,28,12,4,11,1,45.6
,,,2010-03-01,2010,3,45,28,7,10,0,46.4
,,,2010-04-01,2010,4,55,27,10,17,1,47.0
,,,2010-05-01,2010,5,40,20,7,12,1,46.8
,,,2010-06-01,2010,6,52,32,10,9,1,46.8
,,,2010-07-01,2010,7,61,35,14,9,3,47.2
,,,2010-08-01,2010,8,42,26,9,7,0,46.0
,,,2010-09-01,2010,9,56,26,15,11,4,46.3
,,,2010-10-01,2010,10,50,28,8,14,0,47.0
,,,2010-11-01,2010,11,39,20,2,16,1,46.2
,,,2010-12-01,2010,12,51,27,4,19,1,46.3
,,,2011-01-01,2011,1,36,18,5,12,1,46.2
,,,2011-02-01,2011,2,45,23,13,9,0,47.7
,,,2011-03-01,2011,3,47,26,7,14,0,47.8
,,,2011-04-01,2011,4,57,36,10,11,0,48.0
,,,2011-05-01,2011,5,57,36,8,10,3,49.4
,,,2011-06-01,2011,6,49,31,7,9,2,49.2
,,,2011-07-01,2011,7,60,36,13,9,2,49.1
,,,2011-08-01,2011,8,47,30,9,5,3,49.5
,,,2011-09-01,2011,9,50,32,7,9,2,49.0
,,,2011-10-01,2011,10,66,35,11,19,1,50.3
,,,2011-11-01,2011,11,53,24,9,19,1,51.5
,,,2011-12-01,2011,12,60,35,6,17,2,52.2
,,,2012-01-01,2012,1,52,26,9,16,1,53.6
,,,2012-02-01,2012,2,40,15,11,11,3,53.2
,,,2012-03-01,2012,3,45,25,7,12,1,53.0
,,,2012-04-01,2012,4,44,29,5,9,1,51.9
,,,2012-05-01,2012,5,44,28,6,9,1,50.8
,,,2012-06-01,2012,6,48,31,9,6,2,50.8
,,,2012-07-01,2012,7,58,26,12,19,1,50.6
,,,2012-08-01,2012,8,44,18,8,17,1,50.3
,,,2012-09-01,2012,9,54,28,9,16,1,50.7
,,,2012-10-01,2012,10,54,31,12,10,1,49.7
,,,2012-11-01,2012,11,56,31,9,15,1,49.9
,,,2012-12-01,2012,12,50,21,6,23,0,49.1
,,,2013-01-01,2013,1,42,22,7,11,2,48.2
,,,2013-02-01,2013,2,21,8,5,8,0,46.7
,,,2013-03-01,2013,3,57,19,8,27,3,47.7
,,,2013-04-01,2013,4,32,22,3,7,0,46.7
,,,2013-05-01,2013,5,46,31,5,9,1,46.8
,,,2013-06-01,2013,6,52,30,13,6,3,47.2
,,,2013-07-01,2013,7,41,27,8,6,0,45.8
,,,2013-08-01,2013,8,60,36,13,9,2,47.1
,,,2013-09-01,2013,9,43,31,2,10,0,46.2
,,,2013-10-01,2013,10,42,22,9,11,0,45.2
,,,2013-11-01,2013,11,52,32,8,12,0,44.8
,,,2013-12-01,2013,12,54,24,11,16,3,45.2
,,,2014-01-01,2014,1,39,23,2,13,1,44.9
,,,2014-02-01,2014,2,31,15,3,12,1,45.8
,,,2014-03-01,2014,3,48,26,4,17,1,45.0
,,,2014-04-01,2014,4,43,24,10,9,0,45.9
,,,2014-05-01,2014,5,50,24,11,13,2,46.2
,,,2014-06-01,2014,6,52,31,10,9,2,46.2
,,,2014-07-01,2014,7,50,30,11,9,0,47.0
,,,2014-08-01,2014,8,57,31,12,14,0,46.8
,,,2014-09-01,2014,9,48,28,7,12,1,47.2
,,,2014-10-01,2014,10,39,16,2,20,1,46.9
,,,2014-11-01,2014,11,44,23,7,13,1,46.2
,,,2014-12-01,2014,12,55,24,1,29,1,46.3
,,,2015-01-01,2015,1,41,21,6,14,0,46.5
,,,2015-02-01,2015,2,37,15,10,12,0,47.0
,,,2015-03-01,2015,3,40,14,6,18,2,46.3
,,,2015-04-01,2015,4,30,17,4,8,1,45.2
,,,2015-05-01,2015,5,50,31,9,10,0,45.2
,,,2015-06-01,2015,6,55,32,6,15,2,45.5
,,,2015-07-01,2015,7,46,21,11,12,2,45.2
,,,2015-08-01,2015,8,45,25,7,11,2,44.2
,,,2015-09-01,2015,9,57,28,9,14,6,44.9
,,,2015-10-01,2015,10,45,23,8,13,1,45.4
,,,2015-11-01,2015,11,53,24,8,20,1,46.2
,,,2015-12-01,2015,12,63,25,12,26,0,46.8
,,,2016-01-01,2016,1,42,20,8,14,0,46.9
,,,2016-02-01,2016,2,42,23,7,12,0,47.3
,,,2016-03-01,2016,3,44,26,8,10,0,47.7
,,,2016-04-01,2016,4,42,25,2,14,1,48.7
,,,2016-05-01,2016,5,51,32,5,12,2,48.8
,,,2016-06-01,2016,6,47,26,11,9,1,48.1
,,,2016-07-01,2016,7,60,40,9,11,0,49.2
,,,2016-08-01,2016,8,61,32,9,17,3,50.6
,,,2016-09-01,2016,9,48,29,9,8,2,49.8
,,,2016-10-01,2016,10,60,22,11,22,5,51.1
,,,2016-11-01,2016,11,51,24,9,16,2,50.9
,,,2016-12-01,2016,12,54,31,1,21,1,50.2
,,,2017-01-01,2017,1,45,21,5,17,2,50.4
,,,2017-02-01,2017,2,25,15,4,4,2,49.0
,,,2017-03-01,2017,3,45,21,7,17,0,49.1
,,,2017-04-01,2017,4,44,30,5,9,0,49.2
,,,2017-05-01,2017,5,45,26,11,8,0,48.8
,,,2017-06-01,2017,6,59,35,10,12,2,49.8
,,,2017-07-01,2017,7,62,34,8,19,1,49.9
,,,2017-08-01,2017,8,51,30,5,14,2,49.1
,,,2017-09-01,2017,9,62,35,11,15,1,50.2
,,,2017-10-01,2017,10,65,33,6,20,6,50.7
,,,2017-11-01,2017,11,64,30,8,25,1,51.8
,,,2017-12-01,2017,12,57,29,5,23,0,52.0
,,,2018-01-01,2018,1,52,24,7,20,1,52.6
,,,2018-02-01,2018,2,41,16,10,14,1,53.9
,,,2018-03-01,2018,3,24,12,4,8,0,52.2
,,,2018-04-01,2018,4,45,28,7,9,1,52.2
,,,2018-05-01,2018,5,50,27,9,11,3,52.7
,,,2018-06-01,2018,6,51,33,5,10,3,52.0
,,,2018-07-01,2018,7,59,24,16,17,2,51.8
,,,2018-08-01,2018,8,36,22,1,13,0,50.5
,,,2018-09-01,2018,9,44,16,7,18,3,49.0
,,,2018-10-01,2018,10,59,28,10,19,2,48.5
,,,2018-11-01,2018,11,55,26,13,16,0,47.8
,,,2018-12-01,2018,12,47,20,6,20,1,46.9
,,,2019-01-01,2019,1,45,19,9,17,0,46.3
,,,2019-02-01,2019,2,40,17,8,15,0,46.2
,,,2019-03-01,2019,3,34,15,5,14,0,47.1
,,,2019-04-01,2019,4,41,27,3,10,1,46.8
,,,2019-05-01,2019,5,44,23,6,12,3,46.2
,,,2019-06-01,2019,6,45,26,7,12,0,45.8
,,,2019-07-01,2019,7,49,28,10,10,1,44.9
,,,2019-08-01,2019,8,52,30,7,13,2,46.2
,,,2019-09-01,2019,9,65,36,6,22,1,48.0
,,,2019-10-01,2019,10,61,27,11,23,0,48.2
,,,2019-11-01,2019,11,31,21,3,5,2,46.2
,,,2019-12-01,2019,12,51,20,6,23,2,46.5
,,,2020-01-01,2020,1,49,21,8,18,2,46.8
,,,2020-02-01,2020,2,34,15,2,17,0,46.3
,,,2020-03-01,2020,3,36,11,8,16,1,46.5
,,,2020-04-01,2020,4,28,17,2,8,1,45.4
,,,2020-05-01,2020,5,52,28,9,13,2,46.1
,,,2020-06-01,2020,6,47,30,9,8,0,46.2
,,,2020-07-01,2020,7,62,30,8,19,5,47.3
,,,2020-08-01,2020,8,54,31,14,8,1,47.5
,,,2020-09-01,2020,9,57,31,5,21,0,46.8
,,,2020-10-01,2020,10,58,33,5,17,3,46.6
,,,2020-11-01,2020,11,63,35,9,16,3,49.2
,,,2020-12-01,2020,12,47,22,7,18,0,48.9
,,,2021-01-01,2021,1,49,29,5,15,0,48.9
,,,2021-02-01,2021,2,26,17,5,4,0,48.2
,,,2021-03-01,2021,3,55,34,7,13,1,49.8
,,,2021-04-01,2021,4,42,18,6,17,1,51.0
,,,2021-05-01,2021,5,45,23,6,12,4,50.4
,,,2021-06-01,2021,6,63,36,5,19,3,51.8
,,,2021-07-01,2021,7,68,35,10,18,5,52.2
,,,2021-08-01,2021,8,66,34,5,26,1,53.2
,,,2021-09-01,2021,9,69,40,11,15,3,54.2
,,,2021-10-01,2021,10,82,43,6,30,3,56.2
,,,2021-11-01,2021,11,71,29,11,28,3,56.9
,,,2021-12-01,2021,12,61,30,9,20,2,58.1
,,,2022-01-01,2022,1,52,28,7,17,0,58.3
,,,2022-02-01,2022,2,40,22,4,14,0,59.5
,,,2022-03-01,2022,3,46,31,3,11,1,58.8
,,,2022-04-01,2022,4,49,26,7,10,6,59.3
,,,2022-05-01,2022,5,69,42,8,15,4,61.3
,,,2022-06-01,2022,6,68,44,10,14,0,61.8
,,,2022-07-01,2022,7,77,41,20,15,1,62.5
,,,2022-08-01,2022,8,56,32,11,13,0,61.7
,,,2022-09-01,2022,9,68,32,13,20,3,61.6
,,,2022-10-01,2022,10,57,31,3,23,0,59.5
,,,2022-11-01,2022,11,57,29,11,17,0,58.3
,,,2022-12-01,2022,12,50,21,6,22,1,57.4
,,,2023-01-01,2023,1,48,17,5,24,2,57.1
,,,2023-02-01,2023,2,37,22,4,11,0,56.8
,,,2023-03-01,2023,3,34,17,4,12,1,55.8
,,,2023-04-01,2023,4,39,24,4,11,0,55.0
,,,2023-05-01,2023,5,48,29,10,9,0,53.2
,,,2023-06-01,2023,6,60,40,8,10,2,52.6
,,,2023-07-01,2023,7,49,28,10,5,6,50.2
,,,2023-08-01,2023,8,60,35,11,11,3,50.6
,,,2023-09-01,2023,9,49,25,3,16,5,49.0
,,,2023-10-01,2023,10,64,29,13,18,4,49.6
,,,2023-11-01,2023,11,60,30,7,20,3,49.8
,,,2023-12-01,2023,12,58,23,10,24,1,50.5
,,,2024-01-01,2024,1,48,16,7,25,0,50.5
,,,2024-02-01,2024,2,51,26,8,15,2,51.7
,,,2024-03-01,2024,3,50,29,7,13,1,53.0
,,,2024-04-01,2024,4,55,28,7,20,0,54.3
,,,2024-05-01,2024,5,48,28,8,11,1,54.3
,,,2024-06-01,2024,6,64,37,7,16,4,54.7
,,,2024-07-01,2024,7,45,29,1,13,2,54.3
,,,2024-08-01,2024,8,61,29,8,20,4,54.4
,,,2024-09-01,2024,9,62,37,7,17,1,55.5
,,,2024-10-01,2024,10,80,39,11,28,2,56.8
,,,2024-11-01,2024,11,68,29,6,32,1,57.5
,,,2024-12-01,2024,12,52,23,9,20,0,57.0
,,,2025-01-01,2025,1,35,18,6,11,0,55.9
,,,2025-02-01,2025,2,41,23,3,15,0,55.1
,,,2025-03-01,2025,3,41,20,10,9,2,54.3
,,,2025-04-01,2025,4,54,31,11,11,1,54.2
,,,2025-05-01,2025,5,47,21,9,16,1,54.2
,,,2025-06-01,2025,6,51,24,12,13,2,53.1
,,,2025-07-01,2025,7,64,38,9,14,3,54.7
,,,2025-08-01,2025,8,45,29,5,10,1,53.3
,,,2025-09-01,2025,9,53,28,5,19,1,52.6
,,,2025-10-01,2025,10,49,26,4,17,2,50.0
,,,2025-11-01,2025,11,53,21,9,21,2,48.8
,,,2025-12-01,2025,12,49,22,9,17,1,48.5
,,,2026-01-01,2026,1,38,19,3,16,0,48.8
,,,2026-02-01,2026,2,32,18,6,7,1,48.0
,,,2026-03-01,2026,3,53,29,1,22,1,49.0
,,,2026-04-01,2026,4,40,23,4,11,2,47.8
,,,2026-05-01,2026,5,22,10,2,9,1,45.8
Atlantic,1,,2001-01-01,2001,1,2,0,0,2,0,2.0
Atlantic,1,,2001-02-01,2001,2,8,6,2,0,0,5.0
Atlantic,1,,2001-03-01,2001,3,2,1,0,1,0,4.0
Atlantic,1,,2001-04-01,2001,4,2,1,0,1,0,3.5
Atlantic,1,,2001-05-01,2001,5,11,5,1,4,1,5.0
Atlantic,1,,2001-06-01,2001,6,11,5,3,2,1,6.0
Atlantic,1,,2001-07-01,2001,7,6,4,2,0,0,6.0
Atlantic,1,,2001-08-01,2001,8,3,2,0,1,0,5.6
Atlantic,1,,2001-09-01,2001,9,5,5,0,0,0,5.6
Atlantic,1,,2001-10-01,2001,10,5,2,0,1,2,5.5
Atlantic,1,,2001-11-01,2001,11,5,2,2,1,0,5.5
Atlantic,1,,2001-12-01,2001,12,9,5,3,1,0,5.8
Atlantic,1,,2002-01-01,2002,1,4,2,0,2,0,5.9
Atlantic,1,,2002-02-01,2002,2,3,1,2,0,0,5.5
Atlantic,1,,2002-03-01,2002,3,3,1,2,0,0,5.6
Atlantic,1,,2002-04-01,2002,4,10,6,2,2,0,6.2
Atlantic,1,,2002-06-01,2002,6,2,1,0,1,0,5.5
Atlantic,1,,2002-07-01,2002,7,5,3,2,0,0,5.0
Atlantic,1,,2002-08-01,2002,8,3,1,2,0,0,4.8
Atlantic,1,,2002-09-01,2002,9,8,4,3,1,0,5.2
Atlantic,1,,2002-10-01,2002,10,9,5,2,2,0,5.5
Atlantic,1,,2002-11-01,2002,11,4,3,0,1,0,5.4
Atlantic,1,,2002-12-01,2002,12,3,2,1,0,0,5.2
Atlantic,1,,2003-01-01,2003,1,4,2,2,0,0,4.8
Atlantic,1,,2003-02-01,2003,2,3,2,1,0,0,4.8
Atlantic,1,,2003-03-01,2003,3,1,0,0,1,0,4.6
Atlantic,1,,2003-04-01,2003,4,1,1,0,0,0,4.4
Atlantic,1,,2003-05-01,2003,5,4,2,2,0,0,3.9
Atlantic,1,,2003-06-01,2003,6,8,6,0,2,0,4.4
Atlantic,1,,2003-07-01,2003,7,4,1,1,2,0,4.3
Atlantic,1,,2003-08-01,2003,8,4,3,0,1,0,4.4
Atlantic,1,,2003-09-01,2003,9,3,2,0,1,0,4.0
Atlantic,1,,2003-11-01,2003,11,2,2,0,0,0,3.4
Atlantic,1,,2003-12-01,2003,12,3,0,0,3,0,3.3
Atlantic,1,,2004-01-01,2004,1,2,2,0,0,0,3.2
Atlantic,1,,2004-02-01,2004,2,2,2,0,0,0,3.1
Atlantic,1,,2004-03-01,2004,3,3,2,0,1,0,3.1
Atlantic,1,,2004-04-01,2004,4,3,1,0,2,0,3.2
Atlantic,1,,2004-05-01,2004,5,4,2,2,0,0,3.5
Atlantic,1,,2004-06-01,2004,6,1,1,0,0,0,3.2
Atlantic,1,,2004-07-01,2004,7,3,1,0,2,0,2.8
Atlantic,1,,2004-08-01,2004,8,4,2,1,1,0,2.8
Atlantic,1,,2004-09-01,2004,9,4,3,0,1,0,2.8
Atlantic,1,,2004-10-01,2004,10,6,3,1,2,0,3.1
Atlantic,1,,2004-11-01,2004,11,5,2,1,2,0,3.3
Atlantic,1,,2004-12-01,2004,12,2,2,0,0,0,3.2
Atlantic,1,,2005-01-01,2005,1,5,3,1,1,0,3.5
Atlantic,1,,2005-02-01,2005,2,1,1,0,0,0,3.4
Atlantic,1,,2005-03-01,2005,3,4,0,0,4,0,3.5
Atlantic,1,,2005-04-01,2005,4,5,3,2,0,0,3.7
Atlantic,1,,2005-05-01,2005,5,3,3,0,0,0,3.6
Atlantic,1,,2005-06-01,2005,6,7,5,0,1,1,4.1
Atlantic,1,,2005-07-01,2005,7,12,5,4,2,1,4.8
Atlantic,1,,2005-08-01,2005,8,3,2,1,0,0,4.8
Atlantic,1,,2005-09-01,2005,9,6,5,0,0,1,4.9
Atlantic,1,,2005-10-01,2005,10,2,2,0,0,0,4.6
Atlantic,1,,2005-11-01,2005,11,7,2,1,4,0,4.8
Atlantic,1,,2005-12-01,2005,12,7,2,2,3,0,5.2
Atlantic,1,,2006-01-01,2006,1,3,0,1,2,0,5.0
Atlantic,1,,2006-02-01,2006,2,5,3,1,1,0,5.3
Atlantic,1,,2006-03-01,2006,3,2,2,0,0,0,5.2
Atlantic,1,,2006-04-01,2006,4,6,5,1,0,0,5.2
Atlantic,1,,2006-05-01,2006,5,8,5,2,1,0,5.7
Atlantic,1,,2006-06-01,2006,6,5,3,2,0,0,5.5
Atlantic,1,,2006-07-01,2006,7,4,3,0,0,1,4.8
Atlantic,1,,2006-08-01,2006,8,3,3,0,0,0,4.8
Atlantic,1,,2006-09-01,2006,9,7,5,0,2,0,4.9
Atlantic,1,,2006-10-01,2006,10,3,2,0,1,0,5.0
Atlantic,1,,2006-11-01,2006,11,9,5,2,2,0,5.2
Atlantic,1,,2006-12-01,2006,12,2,1,1,0,0,4.8
Atlantic,1,,2007-01-01,2007,1,5,3,0,2,0,4.9
Atlantic,1,,2007-02-01,2007,2,5,2,1,2,0,4.9
Atlantic,1,,2007-03-01,2007,3,4,2,0,2,0,5.1
Atlantic,1,,2007-04-01,2007,4,4,4,0,0,0,4.9
Atlantic,1,,2007-05-01,2007,5,5,5,0,0,0,4.7
Atlantic,1,,2007-06-01,2007,6,7,4,2,1,0,4.8
Atlantic,1,,2007-07-01,2007,7,5,3,2,0,0,4.9
Atlantic,1,,2007-08-01,2007,8,5,2,2,1,0,5.1
Atlantic,1,,2007-09-01,2007,9,4,1,2,1,0,4.8
Atlantic,1,,2007-10-01,2007,10,3,1,0,1,1,4.8
Atlantic,1,,2007-11-01,2007,11,2,2,0,0,0,4.2
Atlantic,1,,2007-12-01,2007,12,6,5,0,1,0,4.6
Atlantic,1,,2008-01-01,2008,1,5,3,1,1,0,4.6
Atlantic,1,,2008-02-01,2008,2,1,1,0,0,0,4.2
Atlantic,1,,2008-03-01,2008,3,2,1,1,0,0,4.1
Atlantic,1,,2008-04-01,2008,4,3,3,0,0,0,4.0
Atlantic,1,,2008-05-01,2008,5,3,0,2,1,0,3.8
Atlantic,1,,2008-06-01,2008,6,3,2,1,0,0,3.5
Atlantic,1,,2008-07-01,2008,7,2,1,1,0,0,3.2
Atlantic,1,,2008-09-01,2008,9,3,3,0,0,0,3.1
Atlantic,1,,2008-10-01,2008,10,5,3,1,1,0,3.2
Atlantic,1,,2008-12-01,2008,12,4,0,1,3,0,3.2
Atlantic,1,,2009-01-01,2009,1,3,2,1,0,0,3.3
Atlantic,1,,2009-02-01,2009,2,3,2,0,1,0,3.1
Atlantic,1,,2009-03-01,2009,3,3,1,1,1,0,2.9
Atlantic,1,,2009-04-01,2009,4,2,2,0,0,0,3.0
Atlantic,1,,2009-06-01,2009,6,2,2,0,0,0,3.0
Atlantic,1,,2009-07-01,2009,7,8,3,2,2,1,3.4
Atlantic,1,,2009-08-01,2009,8,2,1,1,0,0,3.3
Atlantic,1,,2009-09-01,2009,9,4,2,1,1,0,3.4
Atlantic,1,,2009-10-01,2009,10,7,5,0,2,0,3.8
Atlantic,1,,2009-11-01,2009,11,2,0,1,1,0,3.8
Atlantic,1,,2009-12-01,2009,12,7,2,1,4,0,3.9
Atlantic,1,,2010-01-01,2010,1,1,1,0,0,0,3.7
Atlantic,1,,2010-03-01,2010,3,3,2,1,0,0,3.7
Atlantic,1,,2010-04-01,2010,4,1,0,0,1,0,3.5
Atlantic,1,,2010-06-01,2010,6,2,1,1,0,0,3.4
Atlantic,1,,2010-07-01,2010,7,3,0,2,1,0,3.5
Atlantic,1,,2010-08-01,2010,8,4,1,1,2,0,3.7
Atlantic,1,,2010-09-01,2010,9,6,3,1,1,1,3.5
Atlantic,1,,2010-10-01,2010,10,1,1,0,0,0,3.4
Atlantic,1,,2010-11-01,2010,11,1,0,0,1,0,3.2
Atlantic,1,,2010-12-01,2010,12,2,1,1,0,0,2.8
Atlantic,1,,2011-01-01,2011,1,4,2,1,1,0,2.9
Atlantic,1,,2011-02-01,2011,2,2,2,0,0,0,2.5
Atlantic,1,,2011-03-01,2011,3,4,3,1,0,0,2.8
Atlantic,1,,2011-04-01,2011,4,3,1,2,0,0,2.8
Atlantic,1,,2011-05-01,2011,5,3,1,0,2,0,2.9
Atlantic,1,,2011-06-01,2011,6,3,1,2,0,0,3.0
Atlantic,1,,2011-07-01,2011,7,4,3,0,1,0,3.1
Atlantic,1,,2011-08-01,2011,8,10,3,7,0,0,3.6
Atlantic,1,,2011-09-01,2011,9,3,3,0,0,0,3.3
Atlantic,1,,2011-10-01,2011,10,5,1,2,2,0,3.7
Atlantic,1,,2011-11-01,2011,11,4,0,1,2,1,3.9
Atlantic,1,,2011-12-01,2011,12,3,2,0,1,0,4.0
Atlantic,1,,2012-01-01,2012,1,3,1,2,0,0,3.9
Atlantic,1,,2012-02-01,2012,2,3,2,0,0,1,4.0
Atlantic,1,,2012-03-01,2012,3,4,3,1,0,0,4.0
Atlantic,1,,2012-05-01,2012,5,4,2,1,1,0,4.1
Atlantic,1,,2012-06-01,2012,6,5,4,1,0,0,4.2
Atlantic,1,,2012-07-01,2012,7,5,2,2,1,0,4.4
Atlantic,1,,2012-08-01,2012,8,1,0,1,0,0,4.2
Atlantic,1,,2012-09-01,2012,9,2,2,0,0,0,3.5
Atlantic,1,,2012-10-01,2012,10,1,0,0,1,0,3.3
Atlantic,1,,2012-11-01,2012,11,4,0,0,4,0,3.2
Atlantic,1,,2013-01-01,2013,1,2,1,0,1,0,3.1
Atlantic,1,,2013-02-01,2013,2,2,2,0,0,0,3.0
Atlantic,1,,2013-03-01,2013,3,7,4,2,0,1,3.3
Atlantic,1,,2013-04-01,2013,4,2,1,1,0,0,3.2
Atlantic,1,,2013-05-01,2013,5,4,3,1,0,0,3.2
Atlantic,1,,2013-06-01,2013,6,1,1,0,0,0,3.0
Atlantic,1,,2013-07-01,2013,7,3,3,0,0,0,2.8
Atlantic,1,,2013-08-01,2013,8,4,4,0,0,0,2.8
Atlantic,1,,2013-09-01,2013,9,4,4,0,0,0,3.0
Atlantic,1,,2013-10-01,2013,10,3,2,0,1,0,3.1
Atlantic,1,,2013-11-01,2013,11,5,4,0,1,0,3.4
