county,cc,mc,date,year,month,fatalities,driver,passenger,pedestrian,cyclist,avg_12mo
Cumberland,6,3,2015-02-01,2015,2,1,0,1,0,0,1.0
Cumberland,6,3,2016-09-01,2016,9,1,1,0,0,0,1.0
Cumberland,6,3,2017-09-01,2017,9,2,1,1,0,0,1.1
Cumberland,6,3,2020-12-01,2020,12,1,1,0,0,0,1.1
Cumberland,6,3,2025-02-01,2025,2,1,1,0,0,0,1.1
Cumberland,6,3,2025-12-01,2025,12,1,0,1,0,0,1.1
Cumberland,6,4,2001-12-01,2001,12,1,0,0,1,0,1.0
Cumberland,6,4,2007-09-01,2007,9,1,1,0,0,0,1.0
Cumberland,6,4,2009-06-01,2009,6,1,1,0,0,0,1.0
Cumberland,6,4,2010-09-01,2010,9,1,1,0,0,0,1.0
Cumberland,6,4,2011-12-01,2011,12,1,1,0,0,0,1.0
Cumberland,6,4,2012-08-01,2012,8,1,1,0,0,0,1.0
Cumberland,6,4,2016-04-01,2016,4,1,1,0,0,0,1.0
Cumberland,6,4,2017-12-01,2017,12,1,1,0,0,0,1.0
Cumberland,6,5,2001-08-01,2001,8,1,1,0,0,0,1.0
Cumberland,6,5,2001-10-01,2001,10,1,1,0,0,0,1.0
Cumberland,6,5,2002-03-01,2002,3,1,0,0,1,0,1.0
Cumberland,6,5,2003-01-01,2003,1,1,1,0,0,0,1.0
Cumberland,6,5,2004-06-01,2004,6,1,1,0,0,0,1.0
Cumberland,6,5,2005-01-01,2005,1,2,0,2,0,0,1.2
Cumberland,6,5,2006-08-01,2006,8,1,1,0,0,0,1.1
Cumberland,6,5,2007-07-01,2007,7,1,1,0,0,0,1.1
Cumberland,6,5,2008-04-01,2008,4,1,1,0,0,0,1.1
Cumberland,6,5,2011-05-01,2011,5,1,1,0,0,0,1.1
Cumberland,6,5,2011-08-01,2011,8,1,1,0,0,0,1.1
Cumberland,6,5,2012-01-01,2012,1,1,0,1,0,0,1.1
Cumberland,6,5,2012-10-01,2012,10,1,1,0,0,0,1.1
Cumberland,6,5,2014-03-01,2014,3,1,0,0,1,0,1.1
Cumberland,6,5,2014-04-01,2014,4,1,1,0,0,0,1.1
Cumberland,6,5,2014-08-01,2014,8,1,0,1,0,0,1.1
Cumberland,6,5,2014-09-01,2014,9,1,1,0,0,0,1.1
Cumberland,6,5,2016-02-01,2016,2,1,1,0,0,0,1.0
Cumberland,6,5,2016-10-01,2016,10,1,0,0,1,0,1.0
Cumberland,6,5,2017-09-01,2017,9,1,1,0,0,0,1.0
Cumberland,6,5,2019-08-01,2019,8,1,1,0,0,0,1.0
Cumberland,6,5,2021-02-01,2021,2,1,1,0,0,0,1.0
Cumberland,6,5,2021-06-01,2021,6,1,1,0,0,0,1.0
Cumberland,6,5,2021-09-01,2021,9,1,1,0,0,0,1.0
Cumberland,6,5,2022-07-01,2022,7,1,0,0,1,0,1.0
Cumberland,6,5,2023-08-01,2023,8,1,1,0,0,0,1.0
Cumberland,6,5,2023-12-01,2023,12,1,0,1,0,0,1.0
Cumberland,6,5,2024-04-01,2024,4,1,0,1,0,0,1.0
Cumberland,6,5,2024-05-01,2024,5,1,1,0,0,0,1.0
Cumberland,6,5,2024-08-01,2024,8,1,1,0,0,0,1.0
Cumberland,6,5,2024-12-01,2024,12,2,1,0,1,0,1.1
Cumberland,6,5,2026-04-01,2026,4,1,1,0,0,0,1.1
Cumberland,6,6,2019-12-01,2019,12,1,1,0,0,0,1.0
Cumberland,6,6,2023-09-01,2023,9,1,1,0,0,0,1.0
Cumberland,6,7,2002-07-01,2002,7,1,0,0,0,1,1.0
Cumberland,6,7,2003-08-01,2003,8,1,0,1,0,0,1.0
Cumberland,6,7,2005-11-01,2005,11,1,1,0,0,0,1.0
Cumberland,6,7,2007-03-01,2007,3,1,1,0,0,0,1.0
Cumberland,6,7,2007-10-01,2007,10,1,1,0,0,0,1.0
Cumberland,6,7,2008-02-01,2008,2,1,1,0,0,0,1.0
Cumberland,6,7,2009-07-01,2009,7,1,1,0,0,0,1.0
Cumberland,6,7,2010-09-01,2010,9,1,1,0,0,0,1.0
Cumberland,6,7,2011-04-01,2011,4,1,0,0,1,0,1.0
Cumberland,6,7,2011-05-01,2011,5,1,1,0,0,0,1.0
Cumberland,6,7,2013-08-01,2013,8,1,1,0,0,0,1.0
Cumberland,6,7,2014-04-01,2014,4,1,1,0,0,0,1.0
Cumberland,6,7,2016-02-01,2016,2,2,1,1,0,0,1.1
Cumberland,6,7,2018-02-01,2018,2,2,1,1,0,0,1.2
Cumberland,6,7,2018-03-01,2018,3,1,1,0,0,0,1.2
Cumberland,6,7,2019-04-01,2019,4,1,0,1,0,0,1.2
Cumberland,6,7,2020-03-01,2020,3,1,1,0,0,0,1.2
Cumberland,6,7,2025-08-01,2025,8,1,1,0,0,0,1.2
Cumberland,6,8,2001-05-01,2001,5,1,1,0,0,0,1.0
Cumberland,6,8,2001-06-01,2001,6,1,1,0,0,0,1.0
Cumberland,6,8,2002-06-01,2002,6,1,1,0,0,0,1.0
Cumberland,6,8,2003-08-01,2003,8,1,1,0,0,0,1.0
Cumberland,6,8,2005-08-01,2005,8,2,1,1,0,0,1.2
Cumberland,6,8,2010-05-01,2010,5,1,1,0,0,0,1.2
Cumberland,6,8,2011-08-01,2011,8,1,1,0,0,0,1.1
Cumberland,6,8,2012-07-01,2012,7,1,1,0,0,0,1.1
Cumberland,6,8,2012-12-01,2012,12,1,1,0,0,0,1.1
Cumberland,6,8,2013-08-01,2013,8,1,1,0,0,0,1.1
Cumberland,6,8,2017-05-01,2017,5,1,1,0,0,0,1.1
Cumberland,6,8,2020-05-01,2020,5,1,1,0,0,0,1.1
Cumberland,6,8,2021-03-01,2021,3,1,1,0,0,0,1.1
Cumberland,6,9,2002-05-01,2002,5,1,0,1,0,0,1.0
Cumberland,6,9,2003-07-01,2003,7,2,1,1,0,0,1.5
Cumberland,6,9,2003-10-01,2003,10,1,1,0,0,0,1.3
Cumberland,6,9,2004-04-01,2004,4,1,1,0,0,0,1.2
Cumberland,6,9,2004-07-01,2004,7,1,0,1,0,0,1.2
Cumberland,6,9,2005-02-01,2005,2,1,1,0,0,0,1.2
Cumberland,6,9,2005-06-01,2005,6,1,1,0,0,0,1.1
Cumberland,6,9,2005-07-01,2005,7,1,1,0,0,0,1.1
Cumberland,6,9,2005-12-01,2005,12,2,1,1,0,0,1.2
Cumberland,6,9,2006-04-01,2006,4,2,1,1,0,0,1.3
Cumberland,6,9,2006-05-01,2006,5,2,1,1,0,0,1.4
Cumberland,6,9,2006-08-01,2006,8,1,1,0,0,0,1.3
Cumberland,6,9,2006-11-01,2006,11,2,2,0,0,0,1.4
Cumberland,6,9,2006-12-01,2006,12,1,1,0,0,0,1.3
Cumberland,6,9,2007-05-01,2007,5,1,1,0,0,0,1.3
Cumberland,6,9,2007-10-01,2007,10,1,0,1,0,0,1.3
Cumberland,6,9,2008-03-01,2008,3,1,1,0,0,0,1.3
Cumberland,6,9,2008-07-01,2008,7,1,0,1,0,0,1.3
Cumberland,6,9,2008-09-01,2008,9,1,1,0,0,0,1.3
Cumberland,6,9,2009-01-01,2009,1,1,1,0,0,0,1.3
Cumberland,6,9,2009-06-01,2009,6,1,1,0,0,0,1.2
Cumberland,6,9,2009-08-01,2009,8,1,0,1,0,0,1.2
Cumberland,6,9,2009-12-01,2009,12,1,1,0,0,0,1.1
Cumberland,6,9,2010-06-01,2010,6,1,1,0,0,0,1.1
Cumberland,6,9,2010-07-01,2010,7,1,1,0,0,0,1.0
Cumberland,6,9,2011-05-01,2011,5,2,1,1,0,0,1.1
Cumberland,6,9,2011-10-01,2011,10,1,0,1,0,0,1.1
Cumberland,6,9,2011-11-01,2011,11,1,1,0,0,0,1.1
Cumberland,6,9,2012-06-01,2012,6,2,1,0,1,0,1.2
Cumberland,6,9,2013-02-01,2013,2,1,0,1,0,0,1.2
Cumberland,6,9,2013-05-01,2013,5,1,1,0,0,0,1.2
Cumberland,6,9,2013-07-01,2013,7,1,1,0,0,0,1.2
Cumberland,6,9,2014-06-01,2014,6,2,1,1,0,0,1.2
Cumberland,6,9,2014-09-01,2014,9,1,1,0,0,0,1.2
Cumberland,6,9,2014-12-01,2014,12,1,1,0,0,0,1.2
Cumberland,6,9,2015-07-01,2015,7,1,1,0,0,0,1.2
Cumberland,6,9,2015-08-01,2015,8,2,2,0,0,0,1.3
Cumberland,6,9,2015-11-01,2015,11,2,2,0,0,0,1.3
Cumberland,6,9,2016-03-01,2016,3,1,0,1,0,0,1.3
Cumberland,6,9,2016-05-01,2016,5,2,1,1,0,0,1.4
Cumberland,6,9,2016-07-01,2016,7,1,0,0,1,0,1.3
Cumberland,6,9,2016-09-01,2016,9,1,1,0,0,0,1.3
Cumberland,6,9,2017-05-01,2017,5,1,0,0,1,0,1.3
Cumberland,6,9,2017-06-01,2017,6,1,1,0,0,0,1.3
Cumberland,6,9,2017-08-01,2017,8,1,1,0,0,0,1.2
Cumberland,6,9,2017-10-01,2017,10,1,0,0,1,0,1.2
Cumberland,6,9,2017-11-01,2017,11,2,2,0,0,0,1.3
Cumberland,6,9,2017-12-01,2017,12,1,0,1,0,0,1.3
Cumberland,6,9,2018-01-01,2018,1,1,1,0,0,0,1.2
Cumberland,6,9,2018-10-01,2018,10,1,1,0,0,0,1.2
Cumberland,6,9,2018-11-01,2018,11,1,1,0,0,0,1.2
Cumberland,6,9,2019-11-01,2019,11,1,1,0,0,0,1.1
Cumberland,6,9,2020-06-01,2020,6,1,1,0,0,0,1.1
Cumberland,6,9,2020-09-01,2020,9,1,0,0,1,0,1.1
Cumberland,6,9,2020-11-01,2020,11,1,1,0,0,0,1.1
Cumberland,6,9,2020-12-01,2020,12,1,1,0,0,0,1.1
Cumberland,6,9,2021-05-01,2021,5,1,0,1,0,0,1.1
Cumberland,6,9,2022-05-01,2022,5,1,1,0,0,0,1.1
Cumberland,6,9,2023-02-01,2023,2,1,1,0,0,0,1.0
Cumberland,6,9,2023-03-01,2023,3,1,1,0,0,0,1.0
Cumberland,6,9,2023-07-01,2023,7,1,0,1,0,0,1.0
Cumberland,6,9,2023-08-01,2023,8,1,1,0,0,0,1.0
Cumberland,6,9,2024-09-01,2024,9,1,1,0,0,0,1.0
Cumberland,6,9,2024-10-01,2024,10,1,1,0,0,0,1.0
Cumberland,6,9,2025-02-01,2025,2,2,1,1,0,0,1.1
Cumberland,6,9,2025-06-01,2025,6,1,1,0,0,0,1.1
Cumberland,6,9,2025-07-01,2025,7,1,1,0,0,0,1.1
Cumberland,6,10,2001-09-01,2001,9,3,2,1,0,0,3.0
Cumberland,6,10,2001-12-01,2001,12,1,0,0,1,0,2.0
Cumberland,6,10,2002-04-01,2002,4,2,2,0,0,0,2.0
Cumberland,6,10,2002-09-01,2002,9,1,1,0,0,0,1.8
Cumberland,6,10,2003-02-01,2003,2,1,0,0,1,0,1.6
Cumberland,6,10,2003-04-01,2003,4,1,1,0,0,0,1.5
Cumberland,6,10,2003-07-01,2003,7,1,0,1,0,0,1.4
Cumberland,6,10,2003-09-01,2003,9,1,1,0,0,0,1.4
Cumberland,6,10,2003-11-01,2003,11,2,1,0,1,0,1.4
Cumberland,6,10,2003-12-01,2003,12,1,0,0,1,0,1.4
Cumberland,6,10,2004-05-01,2004,5,1,0,0,1,0,1.4
Cumberland,6,10,2005-05-01,2005,5,1,0,1,0,0,1.3
Cumberland,6,10,2005-07-01,2005,7,2,1,0,1,0,1.2
Cumberland,6,10,2005-10-01,2005,10,1,0,1,0,0,1.2
Cumberland,6,10,2006-01-01,2006,1,1,1,0,0,0,1.2
Cumberland,6,10,2006-03-01,2006,3,1,1,0,0,0,1.2
Cumberland,6,10,2006-07-01,2006,7,1,0,0,1,0,1.2
Cumberland,6,10,2006-09-01,2006,9,1,1,0,0,0,1.2
Cumberland,6,10,2006-10-01,2006,10,1,1,0,0,0,1.2
Cumberland,6,10,2006-11-01,2006,11,1,1,0,0,0,1.2
Cumberland,6,10,2006-12-01,2006,12,2,1,1,0,0,1.2
Cumberland,6,10,2008-08-01,2008,8,1,0,1,0,0,1.2
Cumberland,6,10,2009-02-01,2009,2,1,1,0,0,0,1.2
Cumberland,6,10,2009-05-01,2009,5,1,1,0,0,0,1.2
Cumberland,6,10,2009-06-01,2009,6,2,1,1,0,0,1.2
Cumberland,6,10,2010-04-01,2010,4,1,1,0,0,0,1.2
Cumberland,6,10,2010-06-01,2010,6,1,0,1,0,0,1.2
Cumberland,6,10,2010-11-01,2010,11,1,1,0,0,0,1.2
Cumberland,6,10,2010-12-01,2010,12,1,0,0,1,0,1.2
Cumberland,6,10,2011-04-01,2011,4,1,0,0,1,0,1.2
Cumberland,6,10,2011-07-01,2011,7,1,1,0,0,0,1.2
Cumberland,6,10,2012-07-01,2012,7,1,0,0,1,0,1.2
Cumberland,6,10,2012-12-01,2012,12,1,0,0,1,0,1.1
Cumberland,6,10,2013-01-01,2013,1,1,1,0,0,0,1.1
Cumberland,6,10,2013-03-01,2013,3,2,1,1,0,0,1.2
Cumberland,6,10,2013-04-01,2013,4,1,1,0,0,0,1.2
Cumberland,6,10,2013-11-01,2013,11,2,2,0,0,0,1.2
Cumberland,6,10,2014-08-01,2014,8,1,0,0,1,0,1.2
Cumberland,6,10,2014-09-01,2014,9,1,1,0,0,0,1.2
Cumberland,6,10,2015-03-01,2015,3,2,2,0,0,0,1.2
Cumberland,6,10,2015-05-01,2015,5,3,2,1,0,0,1.4
Cumberland,6,10,2015-06-01,2015,6,1,1,0,0,0,1.4
Cumberland,6,10,2015-09-01,2015,9,2,1,0,0,1,1.5
Cumberland,6,10,2016-01-01,2016,1,1,0,1,0,0,1.5
Cumberland,6,10,2016-04-01,2016,4,1,1,0,0,0,1.5
Cumberland,6,10,2016-06-01,2016,6,1,1,0,0,0,1.5
Cumberland,6,10,2016-09-01,2016,9,1,1,0,0,0,1.4
Cumberland,6,10,2016-10-01,2016,10,2,1,0,0,1,1.5
Cumberland,6,10,2016-12-01,2016,12,3,2,0,1,0,1.6
Cumberland,6,10,2017-05-01,2017,5,1,1,0,0,0,1.6
Cumberland,6,10,2017-09-01,2017,9,1,1,0,0,0,1.6
Cumberland,6,10,2018-04-01,2018,4,1,0,0,1,0,1.5
Cumberland,6,10,2018-05-01,2018,5,1,0,0,0,1,1.3
Cumberland,6,10,2018-06-01,2018,6,1,1,0,0,0,1.3
Cumberland,6,10,2019-04-01,2019,4,2,1,0,1,0,1.3
Cumberland,6,10,2019-08-01,2019,8,1,0,0,1,0,1.3
Cumberland,6,10,2019-10-01,2019,10,1,1,0,0,0,1.3
Cumberland,6,10,2020-02-01,2020,2,1,0,0,1,0,1.3
Cumberland,6,10,2020-04-01,2020,4,1,1,0,0,0,1.3
Cumberland,6,10,2020-08-01,2020,8,1,0,1,0,0,1.2
Cumberland,6,10,2020-09-01,2020,9,1,0,0,1,0,1.1
Cumberland,6,10,2021-04-01,2021,4,1,1,0,0,0,1.1
Cumberland,6,10,2021-06-01,2021,6,1,1,0,0,0,1.1
Cumberland,6,10,2021-08-01,2021,8,2,1,0,0,1,1.2
Cumberland,6,10,2021-09-01,2021,9,1,1,0,0,0,1.2
Cumberland,6,10,2021-11-01,2021,11,1,0,1,0,0,1.2
Cumberland,6,10,2021-12-01,2021,12,2,1,0,1,0,1.2
Cumberland,6,10,2022-01-01,2022,1,1,1,0,0,0,1.2
Cumberland,6,10,2022-08-01,2022,8,1,1,0,0,0,1.2
Cumberland,6,10,2023-03-01,2023,3,1,0,0,1,0,1.2
Cumberland,6,10,2023-04-01,2023,4,1,0,0,1,0,1.2
Cumberland,6,10,2023-12-01,2023,12,2,1,0,1,0,1.2
Cumberland,6,10,2024-01-01,2024,1,1,0,0,1,0,1.2
Cumberland,6,10,2024-09-01,2024,9,1,0,0,1,0,1.2
Cumberland,6,10,2025-02-01,2025,2,1,1,0,0,0,1.2
Cumberland,6,10,2025-09-01,2025,9,2,1,0,1,0,1.2
Cumberland,6,10,2025-12-01,2025,12,1,0,0,1,0,1.2
Cumberland,6,11,2005-06-01,2005,6,1,0,1,0,0,1.0
Cumberland,6,12,2002-01-01,2002,1,1,1,0,0,0,1.0
Cumberland,6,12,2005-01-01,2005,1,1,1,0,0,0,1.0
Cumberland,6,12,2009-01-01,2009,1,1,0,1,0,0,1.0
Cumberland,6,12,2013-03-01,2013,3,1,0,0,1,0,1.0
Cumberland,6,12,2017-07-01,2017,7,1,1,0,0,0,1.0
Cumberland,6,12,2019-04-01,2019,4,1,1,0,0,0,1.0
Cumberland,6,13,2001-02-01,2001,2,1,1,0,0,0,1.0
Cumberland,6,13,2001-03-01,2001,3,2,1,1,0,0,1.5
Cumberland,6,13,2001-08-01,2001,8,1,0,1,0,0,1.3
Cumberland,6,13,2001-09-01,2001,9,1,0,0,0,1,1.2
Cumberland,6,13,2001-11-01,2001,11,2,0,2,0,0,1.4
Cumberland,6,13,2002-08-01,2002,8,1,1,0,0,0,1.3
Cumberland,6,13,2002-11-01,2002,11,1,1,0,0,0,1.3
Cumberland,6,13,2003-03-01,2003,3,1,0,1,0,0,1.2
Cumberland,6,13,2003-08-01,2003,8,3,1,2,0,0,1.4
Cumberland,6,13,2003-09-01,2003,9,1,1,0,0,0,1.4
Cumberland,6,13,2004-04-01,2004,4,1,1,0,0,0,1.4
Cumberland,6,13,2004-08-01,2004,8,1,1,0,0,0,1.3
Cumberland,6,13,2004-09-01,2004,9,1,0,1,0,0,1.3
Cumberland,6,13,2005-05-01,2005,5,2,2,0,0,0,1.3
Cumberland,6,13,2006-03-01,2006,3,1,1,0,0,0,1.3
Cumberland,6,13,2006-08-01,2006,8,1,0,1,0,0,1.3
Cumberland,6,13,2007-05-01,2007,5,1,1,0,0,0,1.2
Cumberland,6,13,2007-06-01,2007,6,1,1,0,0,0,1.2
Cumberland,6,13,2007-09-01,2007,9,1,1,0,0,0,1.2
Cumberland,6,13,2007-10-01,2007,10,1,1,0,0,0,1.2
Cumberland,6,13,2008-02-01,2008,2,1,1,0,0,0,1.1
Cumberland,6,13,2008-04-01,2008,4,1,1,0,0,0,1.1
Cumberland,6,13,2008-05-01,2008,5,1,1,0,0,0,1.1
Cumberland,6,13,2008-06-01,2008,6,1,1,0,0,0,1.1
Cumberland,6,13,2008-07-01,2008,7,1,1,0,0,0,1.1
Cumberland,6,13,2008-08-01,2008,8,1,0,1,0,0,1.0
Cumberland,6,13,2009-04-01,2009,4,1,1,0,0,0,1.0
Cumberland,6,13,2009-08-01,2009,8,1,1,0,0,0,1.0
Cumberland,6,13,2009-09-01,2009,9,1,1,0,0,0,1.0
Cumberland,6,13,2011-01-01,2011,1,1,1,0,0,0,1.0
Cumberland,6,13,2013-03-01,2013,3,1,0,1,0,0,1.0
Cumberland,6,13,2013-12-01,2013,12,1,1,0,0,0,1.0
Cumberland,6,13,2015-07-01,2015,7,1,1,0,0,0,1.0
Cumberland,6,13,2016-11-01,2016,11,1,1,0,0,0,1.0
Cumberland,6,13,2017-03-01,2017,3,2,1,1,0,0,1.1
Cumberland,6,13,2017-06-01,2017,6,1,0,0,1,0,1.1
Cumberland,6,13,2017-08-01,2017,8,1,1,0,0,0,1.1
Cumberland,6,13,2018-10-01,2018,10,1,1,0,0,0,1.1
Cumberland,6,13,2019-11-01,2019,11,1,1,0,0,0,1.1
Cumberland,6,13,2020-03-01,2020,3,1,1,0,0,0,1.1
Cumberland,6,13,2020-04-01,2020,4,1,0,1,0,0,1.1
Cumberland,6,13,2020-09-01,2020,9,1,1,0,0,0,1.1
Cumberland,6,13,2020-12-01,2020,12,1,1,0,0,0,1.1
Cumberland,6,13,2021-03-01,2021,3,1,1,0,0,0,1.1
Cumberland,6,13,2021-12-01,2021,12,2,2,0,0,0,1.2
Cumberland,6,13,2022-01-01,2022,1,1,1,0,0,0,1.2
Cumberland,6,13,2022-08-01,2022,8,1,0,1,0,0,1.1
Cumberland,6,13,2023-02-01,2023,2,1,0,1,0,0,1.1
Cumberland,6,13,2024-02-01,2024,2,1,1,0,0,0,1.1
Cumberland,6,13,2024-05-01,2024,5,1,1,0,0,0,1.1
Cumberland,6,13,2024-11-01,2024,11,1,1,0,0,0,1.1
Cumberland,6,13,2025-04-01,2025,4,1,0,1,0,0,1.1
Cumberland,6,14,2001-04-01,2001,4,1,1,0,0,0,1.0
Cumberland,6,14,2001-05-01,2001,5,1,1,0,0,0,1.0
Cumberland,6,14,2001-07-01,2001,7,1,0,1,0,0,1.0
Cumberland,6,14,2001-08-01,2001,8,1,1,0,0,0,1.0
Cumberland,6,14,2001-10-01,2001,10,4,2,1,1,0,1.6
Cumberland,6,14,2001-12-01,2001,12,3,3,0,0,0,1.8
Cumberland,6,14,2002-01-01,2002,1,1,1,0,0,0,1.7
Cumberland,6,14,2002-03-01,2002,3,2,2,0,0,0,1.8
Cumberland,6,14,2002-04-01,2002,4,2,2,0,0,0,1.8
Cumberland,6,14,2002-07-01,2002,7,1,1,0,0,0,1.7
Cumberland,6,14,2002-09-01,2002,9,2,1,1,0,0,1.7
Cumberland,6,14,2002-12-01,2002,12,3,2,1,0,0,1.8
Cumberland,6,14,2003-02-01,2003,2,2,1,0,0,1,1.9
Cumberland,6,14,2003-03-01,2003,3,2,1,1,0,0,2.0
Cumberland,6,14,2003-06-01,2003,6,1,1,0,0,0,2.0
Cumberland,6,14,2003-07-01,2003,7,1,0,1,0,0,2.0
Cumberland,6,14,2003-08-01,2003,8,2,2,0,0,0,1.8
Cumberland,6,14,2003-11-01,2003,11,2,0,1,0,1,1.8
Cumberland,6,14,2003-12-01,2003,12,1,1,0,0,0,1.8
Cumberland,6,14,2004-05-01,2004,5,2,1,1,0,0,1.8
Cumberland,6,14,2004-06-01,2004,6,2,1,1,0,0,1.8
Cumberland,6,14,2004-07-01,2004,7,2,2,0,0,0,1.8
Cumberland,6,14,2004-08-01,2004,8,2,1,1,0,0,1.8
Cumberland,6,14,2004-12-01,2004,12,1,1,0,0,0,1.7
Cumberland,6,14,2005-02-01,2005,2,1,1,0,0,0,1.6
Cumberland,6,14,2005-03-01,2005,3,1,1,0,0,0,1.5
Cumberland,6,14,2005-05-01,2005,5,1,1,0,0,0,1.5
Cumberland,6,14,2005-06-01,2005,6,1,1,0,0,0,1.5
Cumberland,6,14,2005-07-01,2005,7,7,3,4,0,0,1.9
Cumberland,6,14,2005-08-01,2005,8,1,0,1,0,0,1.8
Cumberland,6,14,2005-09-01,2005,9,2,0,1,1,0,1.9
Cumberland,6,14,2005-12-01,2005,12,2,2,0,0,0,1.9
Cumberland,6,14,2006-01-01,2006,1,2,1,0,1,0,1.9
Cumberland,6,14,2006-05-01,2006,5,1,1,0,0,0,1.8
Cumberland,6,14,2006-07-01,2006,7,1,1,0,0,0,1.8
Cumberland,6,14,2006-08-01,2006,8,1,0,0,1,0,1.8
Cumberland,6,14,2006-09-01,2006,9,1,1,0,0,0,1.8
Cumberland,6,14,2006-12-01,2006,12,1,0,1,0,0,1.8
Cumberland,6,14,2007-03-01,2007,3,2,2,0,0,0,1.8
Cumberland,6,14,2007-06-01,2007,6,3,2,1,0,0,2.0
Cumberland,6,14,2007-07-01,2007,7,1,0,1,0,0,1.5
Cumberland,6,14,2007-10-01,2007,10,1,0,1,0,0,1.5
Cumberland,6,14,2008-05-01,2008,5,1,1,0,0,0,1.4
Cumberland,6,14,2008-06-01,2008,6,2,1,0,1,0,1.4
Cumberland,6,14,2008-07-01,2008,7,1,0,1,0,0,1.3
Cumberland,6,14,2008-08-01,2008,8,2,2,0,0,0,1.4
Cumberland,6,14,2008-10-01,2008,10,1,0,0,0,1,1.4
Cumberland,6,14,2008-12-01,2008,12,1,1,0,0,0,1.4
Cumberland,6,14,2009-01-01,2009,1,1,1,0,0,0,1.4
Cumberland,6,14,2009-03-01,2009,3,1,1,0,0,0,1.4
Cumberland,6,14,2009-04-01,2009,4,1,1,0,0,0,1.3
Cumberland,6,14,2009-05-01,2009,5,1,1,0,0,0,1.2
Cumberland,6,14,2009-07-01,2009,7,2,0,0,1,1,1.2
Cumberland,6,14,2009-09-01,2009,9,1,0,1,0,0,1.2
Cumberland,6,14,2009-12-01,2009,12,1,0,1,0,0,1.2
Cumberland,6,14,2010-02-01,2010,2,3,0,2,1,0,1.3
Cumberland,6,14,2010-03-01,2010,3,1,1,0,0,0,1.3
Cumberland,6,14,2010-04-01,2010,4,1,1,0,0,0,1.2
Cumberland,6,14,2010-06-01,2010,6,1,1,0,0,0,1.2
Cumberland,6,14,2010-07-01,2010,7,1,0,1,0,0,1.2
Cumberland,6,14,2010-08-01,2010,8,3,3,0,0,0,1.4
Cumberland,6,14,2010-09-01,2010,9,1,0,1,0,0,1.4
Cumberland,6,14,2010-11-01,2010,11,1,1,0,0,0,1.4
Cumberland,6,14,2011-01-01,2011,1,2,1,0,1,0,1.5
Cumberland,6,14,2011-06-01,2011,6,2,1,1,0,0,1.5
Cumberland,6,14,2011-07-01,2011,7,1,1,0,0,0,1.5
Cumberland,6,14,2011-09-01,2011,9,1,1,0,0,0,1.5
Cumberland,6,14,2011-11-01,2011,11,1,1,0,0,0,1.3
Cumberland,6,14,2012-02-01,2012,2,2,1,1,0,0,1.4
Cumberland,6,14,2012-03-01,2012,3,1,0,0,0,1,1.4
Cumberland,6,14,2012-08-01,2012,8,1,1,0,0,0,1.4
Cumberland,6,14,2012-09-01,2012,9,2,1,0,1,0,1.5
Cumberland,6,14,2012-10-01,2012,10,1,0,0,1,0,1.3
Cumberland,6,14,2012-11-01,2012,11,1,0,0,1,0,1.3
Cumberland,6,14,2013-05-01,2013,5,1,0,0,1,0,1.3
Cumberland,6,14,2013-06-01,2013,6,1,1,0,0,0,1.2
Cumberland,6,14,2013-07-01,2013,7,1,1,0,0,0,1.2
Cumberland,6,14,2013-10-01,2013,10,1,0,0,1,0,1.2
Cumberland,6,14,2013-11-01,2013,11,1,0,1,0,0,1.2
Cumberland,6,14,2013-12-01,2013,12,1,1,0,0,0,1.2
Cumberland,6,14,2014-02-01,2014,2,1,1,0,0,0,1.1
Cumberland,6,14,2014-05-01,2014,5,1,1,0,0,0,1.1
Cumberland,6,14,2014-06-01,2014,6,1,1,0,0,0,1.1
Cumberland,6,14,2014-08-01,2014,8,2,1,0,1,0,1.1
Cumberland,6,14,2014-09-01,2014,9,1,1,0,0,0,1.1
Cumberland,6,14,2014-10-01,2014,10,1,1,0,0,0,1.1
Cumberland,6,14,2015-02-01,2015,2,1,0,0,1,0,1.1
Cumberland,6,14,2015-04-01,2015,4,1,1,0,0,0,1.1
Cumberland,6,14,2015-05-01,2015,5,1,1,0,0,0,1.1
Cumberland,6,14,2015-06-01,2015,6,1,1,0,0,0,1.1
Cumberland,6,14,2015-08-01,2015,8,1,0,0,1,0,1.1
Cumberland,6,14,2015-10-01,2015,10,3,3,0,0,0,1.2
Cumberland,6,14,2015-11-01,2015,11,1,1,0,0,0,1.2
Cumberland,6,14,2015-12-01,2015,12,1,1,0,0,0,1.2
Cumberland,6,14,2016-02-01,2016,2,2,1,1,0,0,1.3
Cumberland,6,14,2016-03-01,2016,3,1,1,0,0,0,1.2
Cumberland,6,14,2016-06-01,2016,6,2,1,1,0,0,1.3
Cumberland,6,14,2016-07-01,2016,7,1,0,0,1,0,1.3
Cumberland,6,14,2016-08-01,2016,8,1,0,0,0,1,1.3
Cumberland,6,14,2016-09-01,2016,9,1,0,1,0,0,1.3
Cumberland,6,14,2016-10-01,2016,10,1,0,0,0,1,1.3
Cumberland,6,14,2016-12-01,2016,12,2,1,0,1,0,1.4
Cumberland,6,14,2017-06-01,2017,6,1,1,0,0,0,1.4
Cumberland,6,14,2017-07-01,2017,7,1,0,0,0,1,1.2
Cumberland,6,14,2017-08-01,2017,8,1,1,0,0,0,1.2
