year,county,cc,mc,month,driver,passenger,cyclist,pedestrian,fatalities
2001,Cumberland,6,13.0,3,1,1,0,0,2
2001,Cumberland,6,13.0,8,0,1,0,0,1
2001,Cumberland,6,13.0,9,0,0,1,0,1
2001,Cumberland,6,13.0,11,0,2,0,0,2
2001,Cumberland,6,14.0,4,1,0,0,0,1
2001,Cumberland,6,14.0,5,1,0,0,0,1
2001,Cumberland,6,14.0,7,0,1,0,0,1
2001,Cumberland,6,14.0,8,1,0,0,0,1
2001,Cumberland,6,14.0,10,2,1,0,1,4
2001,Cumberland,6,14.0,12,3,0,0,0,3
2001,Essex,7,1.0,12,1,0,0,0,1
2001,Essex,7,2.0,8,1,0,0,0,1
2001,Essex,7,2.0,11,0,0,0,1,1
2001,Essex,7,5.0,3,0,0,0,2,2
2001,Essex,7,5.0,7,1,0,0,0,1
2001,Essex,7,7.0,10,1,0,0,0,1
2001,Essex,7,9.0,9,1,1,0,0,2
2001,Essex,7,10.0,1,0,1,0,0,1
2001,Essex,7,12.0,1,0,0,1,0,1
2001,Essex,7,12.0,3,0,1,0,0,1
2001,Essex,7,13.0,7,1,0,0,0,1
2001,Essex,7,13.0,11,0,0,0,1,1
2001,Essex,7,14.0,1,1,1,0,0,2
2001,Essex,7,14.0,2,1,1,0,0,2
2001,Essex,7,14.0,3,1,1,0,0,2
2001,Essex,7,14.0,4,2,0,0,0,2
2001,Essex,7,14.0,5,3,0,0,0,3
2001,Essex,7,14.0,6,0,2,0,0,2
2001,Essex,7,14.0,7,2,2,0,2,6
2001,Essex,7,14.0,8,5,0,0,0,5
2001,Essex,7,14.0,9,1,0,0,1,2
2001,Essex,7,14.0,10,1,0,0,1,2
2001,Essex,7,14.0,11,1,0,0,2,3
2001,Essex,7,14.0,12,1,0,0,3,4
2001,Essex,7,16.0,3,1,0,0,0,1
2001,Essex,7,16.0,7,1,0,0,0,1
2001,Essex,7,17.0,1,1,0,0,1,2
2001,Essex,7,17.0,7,1,0,0,0,1
2001,Essex,7,17.0,10,1,0,0,0,1
2001,Essex,7,18.0,12,0,0,0,1,1
2001,Gloucester,8,2.0,2,1,0,0,0,1
2001,Gloucester,8,2.0,5,0,1,0,0,1
2001,Gloucester,8,2.0,6,1,1,0,0,2
2001,Gloucester,8,4.0,5,1,0,0,0,1
2001,Gloucester,8,4.0,8,1,0,0,0,1
2001,Gloucester,8,5.0,2,1,0,0,0,1
2001,Gloucester,8,5.0,4,0,1,0,0,1
2001,Gloucester,8,5.0,10,1,0,0,0,1
2001,Gloucester,8,5.0,11,1,0,0,0,1
2001,Gloucester,8,5.0,12,3,1,0,0,4
2001,Gloucester,8,6.0,2,1,0,0,0,1
2001,Gloucester,8,6.0,6,0,1,0,0,1
2001,Gloucester,8,8.0,4,0,1,0,0,1
2001,Gloucester,8,8.0,5,1,0,0,0,1
2001,Gloucester,8,8.0,8,1,0,0,0,1
2001,Gloucester,8,9.0,1,1,0,0,0,1
2001,Gloucester,8,10.0,3,1,0,0,0,1
2001,Gloucester,8,10.0,9,0,1,0,0,1
2001,Gloucester,8,10.0,10,0,1,0,0,1
2001,Gloucester,8,11.0,2,1,0,0,0,1
2001,Gloucester,8,11.0,4,1,0,0,0,1
2001,Gloucester,8,11.0,5,0,1,0,0,1
2001,Gloucester,8,11.0,8,0,0,1,0,1
2001,Gloucester,8,11.0,12,1,0,0,0,1
2001,Gloucester,8,16.0,2,1,2,0,0,3
2001,Gloucester,8,16.0,7,1,0,0,0,1
2001,Gloucester,8,16.0,8,1,0,0,0,1
2001,Gloucester,8,18.0,4,0,0,1,0,1
2001,Gloucester,8,18.0,6,1,0,0,0,1
2001,Gloucester,8,18.0,7,2,0,0,0,2
2001,Gloucester,8,20.0,10,0,1,0,0,1
2001,Gloucester,8,21.0,6,0,0,0,1,1
2001,Gloucester,8,24.0,3,1,0,0,0,1
2001,Hudson,9,1.0,3,1,0,0,0,1
2001,Hudson,9,1.0,7,1,0,0,0,1
2001,Hudson,9,1.0,9,0,1,0,0,1
2001,Hudson,9,1.0,12,1,0,0,0,1
2001,Hudson,9,6.0,1,0,1,0,0,1
2001,Hudson,9,6.0,3,1,0,0,0,1
2001,Hudson,9,6.0,6,0,0,0,1,1
2001,Hudson,9,6.0,8,2,0,0,1,3
2001,Hudson,9,6.0,11,1,0,0,1,2
2001,Hudson,9,6.0,12,0,0,0,1,1
2001,Hudson,9,7.0,11,1,0,0,0,1
2001,Hudson,9,7.0,12,0,0,0,1,1
2001,Hudson,9,8.0,1,1,0,0,1,2
2001,Hudson,9,8.0,3,0,0,0,1,1
2001,Hudson,9,8.0,4,1,0,0,0,1
2001,Hudson,9,8.0,6,0,0,0,1,1
2001,Hudson,9,8.0,12,0,0,0,1,1
2001,Hudson,9,9.0,4,1,0,0,0,1
2001,Hudson,9,10.0,5,0,0,0,1,1
2001,Hudson,9,10.0,10,1,0,0,0,1
2001,Hudson,9,10.0,11,1,0,0,0,1
2001,Hunterdon,10,1.0,6,1,1,0,0,2
2001,Hunterdon,10,6.0,3,1,0,0,0,1
2001,Hunterdon,10,6.0,4,0,1,0,0,1
2001,Hunterdon,10,6.0,8,1,0,0,0,1
2001,Hunterdon,10,7.0,12,1,0,0,0,1
2001,Hunterdon,10,12.0,5,1,0,0,0,1
2001,Hunterdon,10,24.0,7,0,1,0,0,1
2001,Hunterdon,10,26.0,4,2,0,0,0,2
2001,Mercer,11,1.0,6,1,0,0,0,1
2001,Mercer,11,2.0,2,0,1,0,0,1
2001,Mercer,11,2.0,4,1,0,0,0,1
2001,Mercer,11,2.0,7,2,0,0,0,2
2001,Mercer,11,2.0,10,0,1,0,0,1
2001,Mercer,11,3.0,1,2,0,0,0,2
2001,Mercer,11,3.0,6,1,3,0,0,4
2001,Mercer,11,3.0,7,1,0,0,0,1
2001,Mercer,11,6.0,1,0,1,0,0,1
2001,Mercer,11,6.0,3,0,1,0,0,1
2001,Mercer,11,6.0,11,1,0,0,0,1
2001,Mercer,11,7.0,6,1,0,0,0,1
2001,Mercer,11,7.0,12,1,0,0,0,1
2001,Mercer,11,8.0,12,0,1,0,0,1
2001,Mercer,11,11.0,1,0,0,0,1,1
2001,Mercer,11,11.0,4,0,0,0,1,1
2001,Mercer,11,11.0,5,1,0,0,0,1
2001,Mercer,11,11.0,6,0,0,1,0,1
2001,Mercer,11,11.0,8,1,0,0,0,1
2001,Mercer,11,11.0,9,0,0,0,1,1
2001,Mercer,11,11.0,10,1,0,0,0,1
2001,Mercer,11,11.0,12,1,1,0,1,3
2001,Mercer,11,13.0,2,1,0,0,0,1
2001,Mercer,11,13.0,5,1,0,0,0,1
2001,Mercer,11,13.0,9,0,1,0,0,1
2001,Mercer,11,,7,0,1,0,0,1
2001,Middlesex,12,1.0,8,1,0,0,0,1
2001,Middlesex,12,1.0,9,1,0,0,0,1
2001,Middlesex,12,2.0,3,0,1,0,0,1
2001,Middlesex,12,4.0,12,0,1,0,0,1
2001,Middlesex,12,5.0,2,0,1,0,0,1
2001,Middlesex,12,5.0,4,1,0,0,0,1
2001,Middlesex,12,5.0,6,0,0,1,0,1
2001,Middlesex,12,5.0,9,2,0,0,0,2
2001,Middlesex,12,5.0,10,0,0,0,1,1
2001,Middlesex,12,5.0,12,0,0,0,1,1
2001,Middlesex,12,12.0,4,1,0,0,0,1
2001,Middlesex,12,12.0,5,1,0,0,0,1
2001,Middlesex,12,12.0,6,1,1,0,0,2
2001,Middlesex,12,15.0,2,1,0,0,0,1
2001,Middlesex,12,15.0,9,1,0,0,0,1
2001,Middlesex,12,15.0,10,1,0,0,1,2
2001,Middlesex,12,15.0,12,0,1,0,0,1
2001,Middlesex,12,16.0,6,1,0,0,0,1
2001,Middlesex,12,17.0,4,0,0,1,0,1
2001,Middlesex,12,19.0,3,1,0,0,0,1
2001,Middlesex,12,19.0,8,2,3,0,0,5
2001,Middlesex,12,19.0,10,1,1,0,0,2
2001,Middlesex,12,19.0,11,4,0,0,0,4
2001,Middlesex,12,19.0,12,0,1,0,1,2
2001,Middlesex,12,23.0,10,0,0,0,1,1
2001,Middlesex,12,25.0,1,1,0,0,0,1
2001,Middlesex,12,25.0,2,0,0,0,1,1
2001,Middlesex,12,25.0,3,1,0,0,0,1
2001,Middlesex,12,25.0,5,0,2,0,0,2
2001,Middlesex,12,25.0,6,0,0,1,0,1
2001,Middlesex,12,25.0,10,1,0,0,0,1
2001,Middlesex,12,25.0,12,0,0,0,1,1
2001,Middlesex,12,,6,1,0,0,0,1
2001,Middlesex,12,,7,0,1,0,0,1
2001,Middlesex,12,,7,1,0,0,0,1
2001,Middlesex,12,,7,1,0,0,0,1
2001,Middlesex,12,,9,0,1,0,0,1
2001,Middlesex,12,,9,0,0,0,1,1
2001,Middlesex,12,,9,1,0,0,0,1
2001,Middlesex,12,,10,0,1,0,0,1
2001,Middlesex,12,,10,1,0,0,0,1
2001,Middlesex,12,,11,1,0,0,0,1
2001,Middlesex,12,,12,0,0,0,1,1
2001,Middlesex,12,,12,1,0,0,0,1
2001,Monmouth,13,1.0,5,0,1,0,0,1
2001,Monmouth,13,9.0,12,1,0,0,0,1
2001,Monmouth,13,14.0,5,0,0,0,1,1
2001,Monmouth,13,18.0,1,0,0,0,1,1
2001,Monmouth,13,20.0,6,1,0,0,0,1
2001,Monmouth,13,20.0,12,1,0,0,0,1
2001,Monmouth,13,21.0,1,2,0,0,0,2
2001,Monmouth,13,21.0,2,2,0,0,0,2
2001,Monmouth,13,21.0,11,1,0,0,0,1
2001,Monmouth,13,21.0,12,0,1,0,0,1
2001,Monmouth,13,24.0,7,1,0,0,0,1
2001,Monmouth,13,24.0,8,0,1,0,0,1
2001,Monmouth,13,27.0,2,1,0,0,0,1
2001,Monmouth,13,27.0,6,1,0,0,0,1
2001,Monmouth,13,28.0,7,1,1,0,0,2
2001,Monmouth,13,30.0,7,0,1,0,0,1
2001,Monmouth,13,30.0,11,1,0,0,0,1
2001,Monmouth,13,31.0,1,1,0,0,0,1
2001,Monmouth,13,32.0,10,0,0,0,1,1
2001,Monmouth,13,32.0,12,2,0,0,1,3
2001,Monmouth,13,36.0,5,1,0,0,0,1
2001,Monmouth,13,36.0,7,1,0,0,0,1
2001,Monmouth,13,36.0,8,1,0,0,0,1
2001,Monmouth,13,36.0,12,1,0,0,0,1
2001,Monmouth,13,37.0,1,1,0,0,0,1
2001,Monmouth,13,39.0,9,0,0,1,0,1
2001,Monmouth,13,49.0,2,1,0,0,0,1
2001,Monmouth,13,49.0,3,2,0,0,0,2
2001,Monmouth,13,49.0,7,1,0,0,0,1
2001,Monmouth,13,49.0,9,1,0,0,0,1
2001,Monmouth,13,50.0,11,0,0,0,1,1
2001,Monmouth,13,51.0,12,0,1,0,0,1
2001,Monmouth,13,52.0,2,1,0,0,0,1
2001,Monmouth,13,52.0,6,0,0,0,1,1
2001,Monmouth,13,52.0,8,2,3,0,0,5
2001,Morris,14,6.0,1,1,0,0,0,1
2001,Morris,14,9.0,2,0,0,0,1,1
2001,Morris,14,10.0,1,0,0,0,1,1
2001,Morris,14,11.0,3,1,0,0,0,1
2001,Morris,14,12.0,8,0,0,0,1,1
2001,Morris,14,12.0,9,1,0,0,0,1
2001,Morris,14,14.0,2,0,1,0,0,1
2001,Morris,14,15.0,5,1,0,0,0,1
2001,Morris,14,16.0,12,1,1,0,0,2
2001,Morris,14,21.0,2,0,0,1,0,1
2001,Morris,14,22.0,12,0,0,0,1,1
2001,Morris,14,23.0,2,1,0,0,0,1
2001,Morris,14,23.0,9,1,0,0,0,1
2001,Morris,14,27.0,1,1,0,0,0,1
2001,Morris,14,27.0,3,1,0,0,0,1
2001,Morris,14,27.0,10,1,0,0,0,1
2001,Morris,14,29.0,1,1,0,0,0,1
2001,Morris,14,29.0,3,2,0,0,0,2
2001,Morris,14,29.0,6,1,0,0,0,1
2001,Morris,14,29.0,7,1,2,0,0,3
2001,Morris,14,29.0,8,0,0,0,1,1
2001,Morris,14,31.0,9,1,0,0,0,1
2001,Morris,14,32.0,10,0,1,0,0,1
2001,Morris,14,32.0,12,1,2,0,0,3
2001,Morris,14,34.0,10,1,0,0,0,1
2001,Morris,14,34.0,12,1,0,0,0,1
2001,Morris,14,35.0,7,1,0,0,0,1
2001,Morris,14,36.0,1,1,1,0,0,2
2001,Morris,14,39.0,11,1,0,0,0,1
2001,Ocean,15,1.0,11,1,0,0,0,1
2001,Ocean,15,5.0,2,1,0,0,0,1
2001,Ocean,15,5.0,3,1,0,0,0,1
2001,Ocean,15,6.0,5,0,1,0,0,1
2001,Ocean,15,6.0,6,1,0,0,0,1
2001,Ocean,15,6.0,7,1,0,0,0,1
2001,Ocean,15,6.0,9,1,0,0,0,1
2001,Ocean,15,6.0,10,1,0,0,0,1
2001,Ocean,15,6.0,12,1,0,0,0,1
2001,Ocean,15,7.0,4,1,0,0,0,1
2001,Ocean,15,7.0,5,1,0,0,0,1
2001,Ocean,15,7.0,6,0,2,0,0,2
2001,Ocean,15,7.0,8,1,0,0,0,1
2001,Ocean,15,7.0,10,1,0,0,0,1
2001,Ocean,15,9.0,11,0,1,0,0,1
2001,Ocean,15,12.0,3,1,2,0,0,3
2001,Ocean,15,12.0,5,0,0,0,1,1
2001,Ocean,15,12.0,8,1,0,0,0,1
2001,Ocean,15,12.0,9,1,0,0,0,1
2001,Ocean,15,12.0,10,1,0,0,0,1
2001,Ocean,15,12.0,11,1,1,0,0,2
2001,Ocean,15,12.0,12,1,1,0,0,2
2001,Ocean,15,13.0,1,0,1,0,0,1
2001,Ocean,15,13.0,6,1,0,0,0,1
2001,Ocean,15,13.0,8,0,0,0,1,1
2001,Ocean,15,15.0,1,1,0,0,0,1
2001,Ocean,15,15.0,3,0,0,0,1,1
2001,Ocean,15,15.0,4,1,0,0,1,2
2001,Ocean,15,15.0,5,0,1,0,0,1
2001,Ocean,15,15.0,6,1,0,0,0,1
2001,Ocean,15,15.0,7,2,0,0,0,2
2001,Ocean,15,15.0,8,0,1,0,0,1
2001,Ocean,15,15.0,9,1,0,0,1,2
2001,Ocean,15,15.0,11,1,1,0,0,2
2001,Ocean,15,19.0,2,0,1,0,0,1
2001,Ocean,15,19.0,8,1,0,0,0,1
2001,Ocean,15,19.0,10,1,0,0,0,1
2001,Ocean,15,21.0,6,1,0,0,0,1
2001,Ocean,15,21.0,7,0,1,0,0,1
2001,Ocean,15,21.0,9,1,1,0,0,2
2001,Ocean,15,21.0,11,1,1,0,0,2
2001,Ocean,15,24.0,2,1,0,0,0,1
2001,Ocean,15,31.0,5,0,3,0,0,3
2001,Ocean,15,,2,0,0,0,1,1
2001,Ocean,15,,4,1,0,0,0,1
2001,Ocean,15,,6,1,0,0,0,1
2001,Ocean,15,,6,0,1,0,0,1
2001,Ocean,15,,6,0,1,0,0,1
2001,Ocean,15,,6,0,0,0,1,1
2001,Ocean,15,,7,1,0,0,0,1
2001,Ocean,15,,9,1,0,0,0,1
2001,Ocean,15,,10,1,0,0,0,1
2001,Ocean,15,,10,1,1,0,0,2
2001,Ocean,15,,10,1,0,0,0,1
2001,Passaic,16,2.0,1,1,0,0,0,1
2001,Passaic,16,2.0,3,1,0,0,0,1
2001,Passaic,16,2.0,9,0,0,0,1,1
2001,Passaic,16,5.0,5,0,0,0,1,1
2001,Passaic,16,5.0,8,0,1,0,0,1
2001,Passaic,16,7.0,3,0,0,0,1,1
2001,Passaic,16,7.0,11,1,0,0,0,1
2001,Passaic,16,8.0,1,1,0,0,0,1
2001,Passaic,16,8.0,2,1,0,0,0,1
2001,Passaic,16,8.0,3,0,0,0,1,1
2001,Passaic,16,8.0,4,1,0,0,0,1
2001,Passaic,16,8.0,5,0,0,1,0,1
2001,Passaic,16,8.0,6,0,0,1,1,2
2001,Passaic,16,8.0,10,0,0,0,1,1
2001,Passaic,16,8.0,11,1,0,0,0,1
2001,Passaic,16,8.0,12,1,0,0,1,2
2001,Passaic,16,11.0,10,1,0,0,0,1
2001,Passaic,16,12.0,6,0,1,0,0,1
2001,Passaic,16,12.0,12,1,0,0,0,1
2001,Passaic,16,14.0,2,1,0,0,0,1
2001,Passaic,16,14.0,8,0,0,0,1,1
2001,Passaic,16,15.0,5,1,0,0,0,1
2001,Passaic,16,15.0,6,1,0,0,0,1
2001,Passaic,16,15.0,7,1,0,0,0,1
2001,Passaic,16,15.0,9,0,1,0,0,1
2001,Salem,17,2.0,2,0,0,0,1,1
2001,Salem,17,9.0,11,1,0,0,0,1
2001,Salem,17,11.0,1,0,0,0,1,1
2001,Salem,17,11.0,10,0,1,0,0,1
2001,Salem,17,,1,1,0,0,0,1
2001,Salem,17,,4,1,0,0,0,1
2001,Salem,17,,9,1,0,0,0,1
2001,Salem,17,,10,1,0,0,0,1
2001,Salem,17,,11,1,1,0,0,2
2001,Salem,17,,12,0,1,0,0,1
2001,Somerset,18,1.0,3,1,0,0,0,1
2001,Somerset,18,2.0,10,0,0,0,1,1
2001,Somerset,18,6.0,5,2,0,0,0,2
2001,Somerset,18,6.0,9,1,0,0,0,1
2001,Somerset,18,8.0,3,0,0,0,1,1
2001,Somerset,18,8.0,5,1,0,0,0,1
2001,Somerset,18,8.0,9,1,0,0,0,1
2001,Somerset,18,10.0,2,1,0,0,0,1
2001,Somerset,18,10.0,3,1,0,0,0,1
2001,Somerset,18,10.0,4,0,0,1,0,1
2001,Somerset,18,10.0,8,0,2,0,0,2
2001,Somerset,18,10.0,9,1,0,0,0,1
2001,Somerset,18,18.0,6,1,1,0,0,2
2001,Sussex,19,5.0,11,0,1,0,0,1
2001,Sussex,19,11.0,1,0,1,0,0,1
2001,Sussex,19,11.0,2,0,1,0,0,1
2001,Sussex,19,11.0,9,1,0,0,0,1
2001,Sussex,19,14.0,4,0,1,0,0,1
2001,Sussex,19,14.0,7,1,2,0,0,3
2001,Sussex,19,14.0,9,2,0,0,0,2
2001,Sussex,19,15.0,3,1,0,0,0,1
2001,Sussex,19,17.0,1,0,1,0,0,1
2001,Sussex,19,18.0,9,1,0,0,0,1
2001,Sussex,19,22.0,5,1,0,0,0,1
2001,Sussex,19,22.0,7,1,0,0,0,1
2001,Sussex,19,24.0,9,1,0,0,0,1
2001,Union,20,3.0,2,0,0,0,1,1
2001,Union,20,3.0,3,1,0,0,0,1
