year,county,cc,mc,month,driver,passenger,cyclist,pedestrian,fatalities
2006,Union,20,12.0,6,0,0,1,0,1
2006,Union,20,13.0,5,0,0,1,0,1
2006,Union,20,13.0,8,0,0,0,1,1
2006,Union,20,14.0,5,0,0,0,2,2
2006,Union,20,16.0,3,0,1,0,0,1
2006,Union,20,16.0,5,0,0,0,1,1
2006,Union,20,17.0,8,1,0,0,0,1
2006,Union,20,19.0,1,2,0,0,0,2
2006,Union,20,19.0,2,1,0,0,0,1
2006,Union,20,19.0,4,1,0,0,0,1
2006,Union,20,19.0,8,0,1,0,0,1
2006,Union,20,19.0,9,0,1,0,0,1
2006,Union,20,20.0,8,0,0,0,1,1
2006,Warren,21,4.0,10,1,0,0,0,1
2006,Warren,21,5.0,3,1,0,0,0,1
2006,Warren,21,6.0,2,1,0,0,0,1
2006,Warren,21,7.0,9,1,0,0,0,1
2006,Warren,21,9.0,2,1,0,0,0,1
2006,Warren,21,10.0,10,1,0,0,0,1
2006,Warren,21,11.0,6,1,0,0,0,1
2006,Warren,21,11.0,11,0,1,0,0,1
2006,Warren,21,15.0,2,1,1,0,0,2
2006,Warren,21,15.0,10,1,1,0,0,2
2006,Warren,21,20.0,1,1,0,0,0,1
2006,Warren,21,23.0,9,0,0,0,1,1
2006,Warren,21,23.0,12,1,1,0,0,2
2007,Atlantic,1,1.0,3,0,0,0,1,1
2007,Atlantic,1,2.0,9,0,0,0,1,1
2007,Atlantic,1,5.0,6,1,0,0,0,1
2007,Atlantic,1,5.0,7,0,1,0,0,1
2007,Atlantic,1,8.0,2,0,0,0,1,1
2007,Atlantic,1,8.0,4,1,0,0,0,1
2007,Atlantic,1,8.0,5,1,0,0,0,1
2007,Atlantic,1,8.0,8,0,1,0,1,2
2007,Atlantic,1,8.0,9,0,1,0,0,1
2007,Atlantic,1,8.0,10,0,0,0,1,1
2007,Atlantic,1,8.0,12,3,0,0,0,3
2007,Atlantic,1,9.0,2,0,0,0,1,1
2007,Atlantic,1,9.0,9,1,0,0,0,1
2007,Atlantic,1,9.0,12,1,0,0,0,1
2007,Atlantic,1,10.0,1,0,0,0,1,1
2007,Atlantic,1,10.0,4,1,0,0,0,1
2007,Atlantic,1,11.0,1,1,0,0,1,2
2007,Atlantic,1,11.0,2,1,0,0,0,1
2007,Atlantic,1,11.0,3,1,0,0,0,1
2007,Atlantic,1,11.0,4,1,0,0,0,1
2007,Atlantic,1,11.0,6,1,0,0,0,1
2007,Atlantic,1,11.0,8,1,0,0,0,1
2007,Atlantic,1,11.0,12,0,0,0,1,1
2007,Atlantic,1,12.0,1,1,0,0,0,1
2007,Atlantic,1,12.0,2,1,1,0,0,2
2007,Atlantic,1,12.0,3,1,0,0,0,1
2007,Atlantic,1,12.0,5,2,0,0,0,2
2007,Atlantic,1,12.0,7,1,1,0,0,2
2007,Atlantic,1,12.0,8,1,1,0,0,2
2007,Atlantic,1,12.0,10,1,0,0,0,1
2007,Atlantic,1,12.0,11,2,0,0,0,2
2007,Atlantic,1,13.0,3,0,0,0,1,1
2007,Atlantic,1,13.0,6,1,0,0,0,1
2007,Atlantic,1,13.0,7,1,0,0,0,1
2007,Atlantic,1,13.0,12,1,0,0,0,1
2007,Atlantic,1,17.0,5,1,0,0,0,1
2007,Atlantic,1,17.0,6,0,2,0,1,3
2007,Atlantic,1,17.0,9,0,1,0,0,1
2007,Atlantic,1,19.0,1,1,0,0,0,1
2007,Atlantic,1,19.0,4,1,0,0,0,1
2007,Atlantic,1,19.0,6,1,0,0,0,1
2007,Atlantic,1,19.0,10,0,0,1,0,1
2007,Atlantic,1,21.0,5,1,0,0,0,1
2007,Atlantic,1,23.0,7,1,0,0,0,1
2007,Bergen,2,5.0,7,0,1,0,0,1
2007,Bergen,2,6.0,11,0,0,0,1,1
2007,Bergen,2,11.0,2,1,0,0,0,1
2007,Bergen,2,12.0,9,1,0,0,0,1
2007,Bergen,2,12.0,12,0,0,0,2,2
2007,Bergen,2,15.0,12,0,0,0,1,1
2007,Bergen,2,17.0,6,1,0,0,0,1
2007,Bergen,2,18.0,3,0,0,0,1,1
2007,Bergen,2,19.0,3,0,0,0,1,1
2007,Bergen,2,19.0,7,0,1,0,0,1
2007,Bergen,2,27.0,10,1,0,0,0,1
2007,Bergen,2,29.0,11,1,0,0,0,1
2007,Bergen,2,31.0,2,1,0,0,0,1
2007,Bergen,2,31.0,3,0,0,0,1,1
2007,Bergen,2,32.0,2,0,0,0,1,1
2007,Bergen,2,33.0,4,1,0,0,0,1
2007,Bergen,2,33.0,5,1,0,0,0,1
2007,Bergen,2,33.0,7,1,0,0,0,1
2007,Bergen,2,36.0,3,1,0,0,0,1
2007,Bergen,2,42.0,3,1,0,0,0,1
2007,Bergen,2,45.0,7,1,0,0,0,1
2007,Bergen,2,45.0,10,1,0,0,0,1
2007,Bergen,2,46.0,3,0,0,0,1,1
2007,Bergen,2,46.0,12,0,0,0,1,1
2007,Bergen,2,48.0,1,0,0,0,1,1
2007,Bergen,2,48.0,7,0,0,0,1,1
2007,Bergen,2,49.0,3,1,0,0,0,1
2007,Bergen,2,50.0,10,1,1,0,0,2
2007,Bergen,2,56.0,9,2,1,0,0,3
2007,Bergen,2,58.0,1,0,0,0,1,1
2007,Bergen,2,60.0,1,0,0,0,1,1
2007,Bergen,2,60.0,2,1,0,0,0,1
2007,Bergen,2,60.0,10,1,0,0,0,1
2007,Bergen,2,64.0,7,1,0,0,0,1
2007,Bergen,2,68.0,12,0,0,0,1,1
2007,Bergen,2,70.0,7,1,0,0,0,1
2007,Burlington,3,4.0,6,0,0,0,1,1
2007,Burlington,3,6.0,1,1,0,0,0,1
2007,Burlington,3,6.0,7,1,0,0,0,1
2007,Burlington,3,6.0,8,1,0,0,1,2
2007,Burlington,3,7.0,7,1,0,0,0,1
2007,Burlington,3,8.0,3,0,0,0,1,1
2007,Burlington,3,8.0,5,1,0,0,0,1
2007,Burlington,3,8.0,9,1,0,0,1,2
2007,Burlington,3,8.0,10,1,0,0,0,1
2007,Burlington,3,12.0,11,1,0,0,0,1
2007,Burlington,3,13.0,1,1,0,0,0,1
2007,Burlington,3,13.0,4,0,0,0,1,1
2007,Burlington,3,13.0,10,1,0,0,0,1
2007,Burlington,3,19.0,2,0,0,0,1,1
2007,Burlington,3,19.0,8,1,0,0,0,1
2007,Burlington,3,20.0,1,0,1,0,0,1
2007,Burlington,3,20.0,2,1,0,0,0,1
2007,Burlington,3,22.0,12,0,1,0,0,1
2007,Burlington,3,24.0,3,0,1,0,0,1
2007,Burlington,3,24.0,5,1,0,0,0,1
2007,Burlington,3,24.0,6,0,0,0,1,1
2007,Burlington,3,24.0,11,1,0,0,0,1
2007,Burlington,3,25.0,1,1,0,0,0,1
2007,Burlington,3,26.0,1,1,0,0,0,1
2007,Burlington,3,26.0,8,1,0,0,0,1
2007,Burlington,3,28.0,4,1,0,0,0,1
2007,Burlington,3,28.0,6,1,0,0,0,1
2007,Burlington,3,29.0,4,1,0,0,1,2
2007,Burlington,3,29.0,12,0,0,0,2,2
2007,Burlington,3,32.0,1,1,0,0,0,1
2007,Burlington,3,32.0,3,1,0,0,0,1
2007,Burlington,3,32.0,5,1,0,0,0,1
2007,Burlington,3,33.0,2,1,0,0,0,1
2007,Burlington,3,33.0,5,1,0,0,0,1
2007,Burlington,3,33.0,7,0,1,0,0,1
2007,Burlington,3,33.0,9,1,0,0,0,1
2007,Burlington,3,33.0,11,1,0,0,0,1
2007,Burlington,3,33.0,12,0,1,0,0,1
2007,Burlington,3,34.0,1,1,0,0,0,1
2007,Burlington,3,34.0,5,1,0,0,0,1
2007,Burlington,3,34.0,6,1,0,0,0,1
2007,Burlington,3,34.0,10,0,1,0,0,1
2007,Burlington,3,37.0,6,1,0,0,0,1
2007,Burlington,3,37.0,10,1,0,0,0,1
2007,Burlington,3,38.0,4,1,0,0,0,1
2007,Burlington,3,38.0,5,1,0,0,0,1
2007,Burlington,3,38.0,9,1,0,0,1,2
2007,Burlington,3,39.0,4,0,1,0,0,1
2007,Burlington,3,39.0,7,1,0,0,0,1
2007,Camden,4,3.0,8,2,0,0,0,2
2007,Camden,4,4.0,11,1,0,0,0,1
2007,Camden,4,6.0,4,0,0,0,1,1
2007,Camden,4,8.0,4,1,0,0,0,1
2007,Camden,4,8.0,5,0,1,0,0,1
2007,Camden,4,8.0,6,0,0,0,1,1
2007,Camden,4,8.0,7,0,0,1,0,1
2007,Camden,4,8.0,9,0,0,0,1,1
2007,Camden,4,8.0,10,0,0,0,1,1
2007,Camden,4,9.0,1,1,0,0,0,1
2007,Camden,4,9.0,5,1,0,0,0,1
2007,Camden,4,9.0,8,0,0,0,1,1
2007,Camden,4,10.0,10,1,0,0,0,1
2007,Camden,4,14.0,6,1,0,0,0,1
2007,Camden,4,15.0,1,1,0,0,1,2
2007,Camden,4,15.0,2,0,1,0,0,1
2007,Camden,4,15.0,6,1,0,0,0,1
2007,Camden,4,15.0,8,0,0,0,1,1
2007,Camden,4,16.0,9,0,0,1,0,1
2007,Camden,4,18.0,11,1,0,0,0,1
2007,Camden,4,20.0,9,1,0,0,0,1
2007,Camden,4,21.0,8,1,0,0,0,1
2007,Camden,4,22.0,3,0,0,0,1,1
2007,Camden,4,22.0,11,0,0,1,0,1
2007,Camden,4,23.0,8,0,0,0,1,1
2007,Camden,4,27.0,7,1,0,0,0,1
2007,Camden,4,30.0,8,0,0,0,1,1
2007,Camden,4,32.0,11,0,1,0,0,1
2007,Camden,4,34.0,10,0,1,0,0,1
2007,Camden,4,35.0,4,0,1,0,0,1
2007,Camden,4,35.0,9,1,1,0,0,2
2007,Camden,4,35.0,12,1,0,0,0,1
2007,Camden,4,36.0,1,1,1,0,0,2
2007,Camden,4,36.0,3,1,0,0,0,1
2007,Camden,4,36.0,5,1,0,0,0,1
2007,Camden,4,36.0,6,1,0,0,0,1
2007,Camden,4,36.0,7,1,0,0,0,1
2007,Camden,4,36.0,9,1,0,0,0,1
2007,Camden,4,36.0,10,1,0,0,1,2
2007,Camden,4,37.0,7,1,0,0,0,1
2007,Cape May,5,4.0,3,0,1,0,0,1
2007,Cape May,5,4.0,8,1,1,0,0,2
2007,Cape May,5,4.0,9,1,0,0,0,1
2007,Cape May,5,4.0,11,1,0,0,0,1
2007,Cape May,5,4.0,12,1,0,0,0,1
2007,Cape May,5,5.0,5,2,0,0,0,2
2007,Cape May,5,6.0,4,2,0,0,0,2
2007,Cape May,5,6.0,7,2,0,0,0,2
2007,Cape May,5,6.0,8,1,2,0,0,3
2007,Cape May,5,8.0,12,0,0,0,1,1
2007,Cape May,5,11.0,1,2,0,0,0,2
2007,Cape May,5,11.0,3,1,0,0,0,1
2007,Cape May,5,11.0,6,1,0,0,0,1
2007,Cape May,5,11.0,8,1,0,0,0,1
2007,Cumberland,6,3.0,3,1,2,0,0,3
2007,Cumberland,6,3.0,4,0,1,0,0,1
2007,Cumberland,6,3.0,9,0,1,0,0,1
2007,Cumberland,6,4.0,9,1,0,0,0,1
2007,Cumberland,6,5.0,7,1,0,0,0,1
2007,Cumberland,6,7.0,3,1,0,0,0,1
2007,Cumberland,6,7.0,10,1,0,0,0,1
2007,Cumberland,6,9.0,5,1,0,0,0,1
2007,Cumberland,6,9.0,10,0,1,0,0,1
2007,Cumberland,6,13.0,5,1,0,0,0,1
2007,Cumberland,6,13.0,6,1,0,0,0,1
2007,Cumberland,6,13.0,9,1,0,0,0,1
2007,Cumberland,6,13.0,10,1,0,0,0,1
2007,Cumberland,6,14.0,3,2,0,0,0,2
2007,Cumberland,6,14.0,6,2,1,0,0,3
2007,Cumberland,6,14.0,7,0,1,0,0,1
2007,Cumberland,6,14.0,10,0,1,0,0,1
2007,Essex,7,1.0,5,1,0,0,0,1
2007,Essex,7,1.0,9,1,0,0,0,1
2007,Essex,7,1.0,12,0,0,0,1,1
2007,Essex,7,5.0,4,1,0,0,0,1
2007,Essex,7,5.0,10,2,0,0,0,2
2007,Essex,7,9.0,2,0,0,0,1,1
2007,Essex,7,9.0,4,0,1,0,0,1
2007,Essex,7,9.0,5,1,0,0,0,1
2007,Essex,7,9.0,8,0,0,0,1,1
2007,Essex,7,12.0,10,0,0,0,1,1
2007,Essex,7,14.0,1,2,1,0,1,4
2007,Essex,7,14.0,2,1,0,0,1,2
2007,Essex,7,14.0,3,3,0,0,1,4
2007,Essex,7,14.0,4,1,0,0,0,1
2007,Essex,7,14.0,5,0,1,0,1,2
2007,Essex,7,14.0,6,1,0,0,2,3
2007,Essex,7,14.0,7,2,0,0,0,2
2007,Essex,7,14.0,8,3,0,0,1,4
2007,Essex,7,14.0,9,1,0,0,1,2
2007,Essex,7,14.0,10,2,1,0,3,6
2007,Essex,7,14.0,11,1,1,0,0,2
2007,Essex,7,14.0,12,0,0,1,1,2
2007,Essex,7,17.0,7,0,0,1,0,1
2007,Essex,7,20.0,1,0,1,0,0,1
2007,Essex,7,20.0,9,1,0,0,0,1
2007,Essex,7,22.0,10,1,0,0,0,1
2007,Gloucester,8,1.0,7,1,0,0,0,1
2007,Gloucester,8,2.0,3,1,0,0,0,1
2007,Gloucester,8,2.0,10,0,0,0,1,1
2007,Gloucester,8,2.0,11,2,0,0,1,3
2007,Gloucester,8,4.0,3,1,2,0,0,3
2007,Gloucester,8,4.0,7,1,0,0,0,1
2007,Gloucester,8,4.0,9,2,1,0,0,3
2007,Gloucester,8,4.0,10,0,1,0,0,1
2007,Gloucester,8,4.0,12,0,0,0,1,1
2007,Gloucester,8,5.0,2,1,0,0,0,1
2007,Gloucester,8,5.0,3,0,1,0,0,1
2007,Gloucester,8,5.0,5,2,0,0,0,2
2007,Gloucester,8,5.0,7,1,0,0,0,1
2007,Gloucester,8,6.0,12,0,1,0,0,1
2007,Gloucester,8,8.0,2,1,0,0,0,1
2007,Gloucester,8,8.0,8,0,1,0,0,1
2007,Gloucester,8,8.0,11,1,0,0,0,1
2007,Gloucester,8,9.0,5,1,0,0,0,1
2007,Gloucester,8,9.0,12,1,0,0,0,1
2007,Gloucester,8,10.0,9,0,1,0,0,1
2007,Gloucester,8,11.0,1,1,0,0,0,1
2007,Gloucester,8,11.0,6,1,1,1,0,3
2007,Gloucester,8,11.0,11,1,1,0,0,2
2007,Gloucester,8,11.0,12,1,0,0,0,1
2007,Gloucester,8,12.0,9,1,0,0,0,1
2007,Gloucester,8,15.0,6,1,0,0,0,1
2007,Gloucester,8,16.0,9,0,1,0,0,1
2007,Gloucester,8,18.0,9,1,0,0,0,1
2007,Gloucester,8,18.0,10,2,0,0,0,2
2007,Gloucester,8,18.0,11,0,0,0,1,1
2007,Gloucester,8,18.0,12,1,0,0,0,1
2007,Gloucester,8,20.0,6,0,0,1,0,1
2007,Gloucester,8,20.0,10,1,0,0,0,1
2007,Gloucester,8,21.0,4,1,0,0,0,1
2007,Gloucester,8,21.0,7,1,0,0,0,1
2007,Gloucester,8,22.0,8,1,0,0,0,1
2007,Gloucester,8,24.0,5,0,1,0,0,1
2007,Hudson,9,3.0,7,0,0,0,1,1
2007,Hudson,9,6.0,1,1,1,0,0,2
2007,Hudson,9,6.0,2,0,1,0,0,1
2007,Hudson,9,6.0,4,1,0,0,0,1
2007,Hudson,9,6.0,5,1,0,0,0,1
2007,Hudson,9,6.0,6,0,1,0,0,1
2007,Hudson,9,6.0,7,1,0,0,2,3
2007,Hudson,9,6.0,9,1,0,0,0,1
2007,Hudson,9,6.0,10,0,1,0,1,2
2007,Hudson,9,7.0,7,1,0,0,1,2
2007,Hudson,9,8.0,2,0,0,0,1,1
2007,Hudson,9,8.0,6,1,0,0,0,1
2007,Hudson,9,8.0,9,0,0,0,1,1
2007,Hudson,9,9.0,7,0,0,0,1,1
2007,Hudson,9,9.0,8,0,1,0,0,1
2007,Hudson,9,9.0,9,1,0,0,0,1
2007,Hudson,9,10.0,1,0,0,0,1,1
2007,Hudson,9,10.0,6,0,0,0,1,1
2007,Hudson,9,10.0,9,1,0,0,0,1
2007,Hudson,9,10.0,12,0,0,0,1,1
2007,Hudson,9,11.0,2,1,0,0,0,1
2007,Hunterdon,10,6.0,7,1,0,0,0,1
2007,Hunterdon,10,6.0,9,1,0,0,0,1
2007,Hunterdon,10,7.0,9,1,0,0,0,1
2007,Hunterdon,10,11.0,11,0,1,0,0,1
2007,Hunterdon,10,12.0,7,1,0,0,0,1
2007,Hunterdon,10,21.0,7,1,0,0,0,1
2007,Hunterdon,10,25.0,1,0,1,0,0,1
2007,Mercer,11,2.0,3,1,0,0,0,1
2007,Mercer,11,2.0,7,0,1,0,0,1
2007,Mercer,11,2.0,8,0,0,0,1,1
2007,Mercer,11,2.0,9,1,0,0,0,1
2007,Mercer,11,2.0,12,2,2,0,0,4
2007,Mercer,11,3.0,1,1,0,0,0,1
2007,Mercer,11,3.0,8,1,0,0,0,1
2007,Mercer,11,3.0,9,1,0,0,0,1
2007,Mercer,11,3.0,10,0,1,0,0,1
2007,Mercer,11,3.0,11,2,2,0,1,5
2007,Mercer,11,3.0,12,1,0,0,0,1
2007,Mercer,11,6.0,1,1,0,0,0,1
2007,Mercer,11,6.0,9,0,1,0,0,1
2007,Mercer,11,7.0,3,1,0,0,0,1
2007,Mercer,11,11.0,1,1,0,0,0,1
2007,Mercer,11,11.0,2,0,0,0,1,1
2007,Mercer,11,11.0,7,0,1,0,0,1
2007,Mercer,11,13.0,2,1,0,0,0,1
2007,Mercer,11,14.0,10,0,0,1,0,1
2007,Mercer,11,,5,0,1,0,0,1
2007,Middlesex,12,2.0,10,0,0,0,1,1
2007,Middlesex,12,4.0,2,0,0,0,1,1
2007,Middlesex,12,4.0,4,1,1,0,0,2
2007,Middlesex,12,4.0,10,0,1,0,1,2
2007,Middlesex,12,5.0,1,1,0,0,0,1
2007,Middlesex,12,5.0,5,1,0,0,0,1
2007,Middlesex,12,5.0,6,1,0,0,1,2
2007,Middlesex,12,5.0,7,0,0,0,1,1
2007,Middlesex,12,5.0,11,0,0,0,1,1
2007,Middlesex,12,9.0,4,1,0,0,0,1
2007,Middlesex,12,9.0,10,0,0,0,1,1
2007,Middlesex,12,12.0,1,1,0,0,0,1
2007,Middlesex,12,12.0,10,1,0,0,1,2
2007,Middlesex,12,13.0,1,0,0,0,1,1
2007,Middlesex,12,13.0,5,1,0,0,0,1
2007,Middlesex,12,13.0,8,2,0,0,0,2
2007,Middlesex,12,13.0,10,0,0,0,2,2
2007,Middlesex,12,13.0,11,0,0,0,1,1
2007,Middlesex,12,15.0,1,1,0,0,0,1
2007,Middlesex,12,15.0,6,0,0,0,1,1
2007,Middlesex,12,15.0,7,1,0,0,1,2
2007,Middlesex,12,15.0,8,1,1,0,0,2
2007,Middlesex,12,16.0,1,0,0,0,1,1
2007,Middlesex,12,17.0,2,1,0,0,0,1
2007,Middlesex,12,17.0,8,0,1,0,0,1
2007,Middlesex,12,18.0,4,1,0,0,0,1
2007,Middlesex,12,18.0,10,2,0,0,0,2
2007,Middlesex,12,19.0,2,1,0,0,0,1
2007,Middlesex,12,19.0,6,1,0,0,0,1
2007,Middlesex,12,19.0,9,0,1,0,0,1
2007,Middlesex,12,19.0,10,0,0,1,0,1
2007,Middlesex,12,21.0,11,2,0,0,0,2
2007,Middlesex,12,21.0,12,0,1,0,0,1
2007,Middlesex,12,22.0,4,0,0,0,1,1
2007,Middlesex,12,22.0,9,1,0,0,0,1
2007,Middlesex,12,22.0,11,0,0,0,2,2
2007,Middlesex,12,25.0,4,1,0,0,0,1
2007,Middlesex,12,25.0,5,1,0,0,0,1
2007,Middlesex,12,25.0,7,1,0,0,0,1
2007,Middlesex,12,25.0,8,1,0,0,0,1
2007,Middlesex,12,25.0,9,1,0,0,0,1
2007,Middlesex,12,25.0,10,1,0,0,0,1
2007,Middlesex,12,25.0,11,1,0,0,0,1
2007,Monmouth,13,1.0,3,0,0,0,1,1
2007,Monmouth,13,4.0,3,0,0,0,1,1
2007,Monmouth,13,4.0,11,0,0,1,0,1
2007,Monmouth,13,10.0,12,1,0,0,0,1
2007,Monmouth,13,12.0,11,0,0,0,1,1
2007,Monmouth,13,17.0,1,2,2,0,0,4
2007,Monmouth,13,17.0,6,2,0,0,0,2
2007,Monmouth,13,17.0,8,1,0,0,0,1
2007,Monmouth,13,17.0,9,1,0,0,0,1
2007,Monmouth,13,17.0,10,3,1,0,0,4
2007,Monmouth,13,17.0,11,0,0,0,1,1
2007,Monmouth,13,20.0,5,1,0,0,0,1
2007,Monmouth,13,20.0,6,1,1,0,0,2
2007,Monmouth,13,21.0,5,0,1,0,0,1
2007,Monmouth,13,21.0,7,2,0,0,0,2
2007,Monmouth,13,21.0,10,1,0,0,0,1
2007,Monmouth,13,24.0,8,1,0,0,0,1
2007,Monmouth,13,27.0,5,1,0,0,0,1
2007,Monmouth,13,30.0,2,1,0,0,0,1
2007,Monmouth,13,30.0,7,0,1,0,0,1
2007,Monmouth,13,30.0,12,0,0,0,1,1
2007,Monmouth,13,31.0,6,1,0,0,0,1
2007,Monmouth,13,32.0,9,1,0,0,0,1
2007,Monmouth,13,32.0,11,1,0,0,0,1
2007,Monmouth,13,33.0,6,1,1,0,0,2
2007,Monmouth,13,33.0,11,0,0,0,1,1
2007,Monmouth,13,36.0,3,0,3,0,1,4
2007,Monmouth,13,37.0,2,0,0,0,1,1
2007,Monmouth,13,45.0,8,0,0,0,1,1
2007,Monmouth,13,51.0,7,1,0,0,0,1
2007,Monmouth,13,52.0,4,1,0,0,0,1
2007,Monmouth,13,52.0,5,1,0,0,0,1
2007,Monmouth,13,52.0,6,2,2,0,0,4
2007,Monmouth,13,52.0,7,1,1,0,0,2
2007,Monmouth,13,52.0,8,1,0,0,0,1
2007,Monmouth,13,52.0,11,1,0,0,0,1
2007,Monmouth,13,53.0,1,0,1,0,0,1
2007,Monmouth,13,53.0,9,0,0,0,1,1
2007,Morris,14,7.0,1,1,0,0,0,1
2007,Morris,14,7.0,8,1,0,0,0,1
2007,Morris,14,8.0,5,1,0,0,0,1
2007,Morris,14,9.0,8,1,0,0,0,1
2007,Morris,14,11.0,2,1,0,0,0,1
2007,Morris,14,14.0,5,1,0,0,0,1
2007,Morris,14,19.0,6,1,0,0,0,1
2007,Morris,14,22.0,2,1,0,0,0,1
2007,Morris,14,22.0,12,1,0,0,0,1
2007,Morris,14,27.0,1,1,0,0,0,1
2007,Morris,14,27.0,7,1,0,0,0,1
2007,Morris,14,27.0,10,1,0,0,0,1
2007,Morris,14,29.0,2,1,0,0,0,1
2007,Morris,14,29.0,4,1,0,0,0,1
2007,Morris,14,29.0,5,1,0,0,0,1
2007,Morris,14,29.0,8,1,0,0,0,1
2007,Morris,14,29.0,9,1,0,0,0,1
2007,Morris,14,29.0,10,1,0,0,0,1
2007,Morris,14,29.0,12,0,0,0,1,1
2007,Morris,14,32.0,1,1,0,0,0,1
2007,Morris,14,32.0,2,0,2,0,0,2
2007,Morris,14,32.0,9,1,0,0,0,1
2007,Morris,14,35.0,1,0,1,0,0,1
2007,Morris,14,35.0,5,1,0,0,0,1
2007,Morris,14,35.0,7,1,0,0,0,1
2007,Morris,14,36.0,12,0,0,0,1,1
2007,Morris,14,38.0,3,0,1,0,0,1
2007,Ocean,15,1.0,8,3,1,0,0,4
2007,Ocean,15,1.0,12,0,1,0,0,1
2007,Ocean,15,6.0,3,1,0,0,0,1
2007,Ocean,15,6.0,5,2,0,0,0,2
2007,Ocean,15,6.0,8,1,0,0,0,1
2007,Ocean,15,7.0,1,1,0,0,1,2
2007,Ocean,15,7.0,6,1,0,0,0,1
2007,Ocean,15,7.0,10,0,0,0,2,2
2007,Ocean,15,7.0,11,0,0,0,1,1
2007,Ocean,15,7.0,12,1,0,0,0,1
2007,Ocean,15,8.0,1,0,0,0,1,1
2007,Ocean,15,8.0,2,2,0,0,0,2
2007,Ocean,15,8.0,5,0,2,0,1,3
2007,Ocean,15,8.0,6,1,1,0,0,2
2007,Ocean,15,8.0,7,2,1,0,0,3
2007,Ocean,15,8.0,8,1,0,0,0,1
2007,Ocean,15,8.0,10,1,0,0,0,1
2007,Ocean,15,8.0,11,0,0,0,1,1
2007,Ocean,15,8.0,12,2,0,0,1,3
2007,Ocean,15,9.0,11,1,1,0,0,2
2007,Ocean,15,12.0,1,0,1,0,0,1
2007,Ocean,15,12.0,3,1,1,0,0,2
2007,Ocean,15,12.0,6,1,0,0,0,1
2007,Ocean,15,12.0,7,1,0,0,0,1
2007,Ocean,15,12.0,8,1,0,0,0,1
2007,Ocean,15,12.0,9,1,3,0,0,4
2007,Ocean,15,13.0,2,1,0,0,0,1
2007,Ocean,15,13.0,3,0,1,0,0,1
2007,Ocean,15,13.0,5,1,0,0,0,1
2007,Ocean,15,13.0,12,2,0,0,0,2
2007,Ocean,15,15.0,4,1,0,0,0,1
2007,Ocean,15,15.0,5,1,0,0,0,1
2007,Ocean,15,15.0,7,1,0,0,0,1
2007,Ocean,15,15.0,9,2,0,0,0,2
2007,Ocean,15,15.0,12,0,0,0,2,2
2007,Ocean,15,17.0,1,1,0,0,0,1
2007,Ocean,15,17.0,8,0,0,0,1,1
2007,Ocean,15,19.0,1,1,0,0,0,1
2007,Ocean,15,19.0,3,1,1,0,0,2
2007,Ocean,15,19.0,7,1,0,0,0,1
2007,Ocean,15,19.0,8,1,0,0,0,1
2007,Ocean,15,21.0,3,1,0,0,0,1
2007,Ocean,15,25.0,4,1,0,0,0,1
2007,Ocean,15,27.0,2,1,0,0,0,1
2007,Ocean,15,30.0,7,1,0,0,0,1
2007,Ocean,15,31.0,2,1,0,0,0,1
2007,Ocean,15,31.0,7,1,0,0,0,1
2007,Ocean,15,31.0,11,0,1,0,0,1
2007,Ocean,15,31.0,12,1,0,0,1,2
2007,Ocean,15,,8,1,0,0,0,1
2007,Passaic,16,1.0,3,1,0,0,0,1
2007,Passaic,16,2.0,2,0,1,0,0,1
2007,Passaic,16,2.0,6,0,0,0,1,1
2007,Passaic,16,2.0,9,2,0,0,0,2
2007,Passaic,16,2.0,10,1,0,0,1,2
2007,Passaic,16,2.0,12,0,1,0,0,1
2007,Passaic,16,7.0,1,0,0,0,1,1
2007,Passaic,16,7.0,8,1,0,0,0,1
2007,Passaic,16,8.0,1,1,0,0,0,1
2007,Passaic,16,8.0,3,0,0,0,2,2
2007,Passaic,16,8.0,4,1,1,0,0,2
2007,Passaic,16,8.0,5,1,0,0,0,1
2007,Passaic,16,8.0,7,0,0,0,1,1
2007,Passaic,16,8.0,8,1,1,0,1,3
2007,Passaic,16,8.0,11,1,0,0,1,2
2007,Passaic,16,8.0,12,1,0,0,0,1
2007,Passaic,16,9.0,6,1,0,0,0,1
2007,Passaic,16,12.0,3,0,0,0,1,1
2007,Passaic,16,14.0,1,0,0,0,1,1
2007,Passaic,16,14.0,2,0,1,0,1,2
2007,Passaic,16,14.0,9,1,0,0,0,1
2007,Passaic,16,15.0,4,1,0,0,0,1
2007,Salem,17,2.0,6,1,0,0,0,1
2007,Salem,17,2.0,7,2,1,0,0,3
2007,Salem,17,6.0,5,1,0,0,0,1
2007,Salem,17,8.0,6,1,0,0,0,1
2007,Salem,17,9.0,12,0,0,0,1,1
2007,Salem,17,10.0,4,0,1,0,0,1
2007,Salem,17,11.0,11,1,1,0,0,2
2007,Salem,17,11.0,12,1,0,0,0,1
2007,Salem,17,14.0,4,1,0,0,0,1
2007,Salem,17,14.0,10,0,1,0,0,1
2007,Somerset,18,1.0,1,1,2,0,0,3
2007,Somerset,18,1.0,7,1,0,0,0,1
2007,Somerset,18,2.0,4,1,0,0,0,1
2007,Somerset,18,2.0,5,1,0,0,0,1
2007,Somerset,18,4.0,1,1,0,0,0,1
2007,Somerset,18,6.0,5,1,0,0,0,1
2007,Somerset,18,6.0,8,1,0,0,0,1
2007,Somerset,18,8.0,4,1,0,0,0,1
