year,county,cc,mc,month,municipality,date,persons_killed,driver,passenger,cyclist,pedestrian
2004,Atlantic,1,23.0,9,WEYMOUTH TWP,09/11/2004,.0 1 DRIVER,1,0,0,0
2004,Hunterdon,10,22.0,9,READINGTON TWP,09/11/2004,".8 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Ocean,15,31.0,9,STAFFORD TWP,09/11/2004,.0 1 DRIVER,1,0,0,0
2004,Gloucester,8,2.0,9,DEPTFORD TWP,09/12/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,4.0,9,ASBURY PARK CITY,09/12/2004,.0 1 DRIVER,1,0,0,0
2004,Morris,14,31.0,9,PEQUANNOCK TWP,09/15/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Monmouth,13,37.0,9,OCEAN TWP,09/16/2004,.4 1 PASSENGER,0,1,0,0
2004,Bergen,2,31.0,9,LODI BORO,09/17/2004,.9 1 PEDESTRIAN,0,0,0,1
2004,Camden,4,4.0,9,BELLMAWR BORO,09/17/2004,.7 2 PASSENGERS,0,2,0,0
2004,Camden,4,36.0,9,WINSLOW TWP,09/17/2004,.0 1 DRIVER,1,0,0,0
2004,Essex,7,14.0,9,NEWARK CITY,09/17/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,,9,DOVER TWP,09/17/2004,.0 1 DRIVER,1,0,0,0
2004,Cape May,5,14.0,9,WILDWOOD CITY,09/18/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Cumberland,6,13.0,9,UPPER DEERFIELD TWP,09/18/2004,.0 1 PASSENGER,0,1,0,0
2004,Ocean,15,,9,DOVER TWP,09/18/2004,.4 1 DRIVER,1,0,0,0
2004,Middlesex,12,5.0,9,EDISON TWP,09/19/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,27.0,9,LONG BRANCH CITY,09/19/2004,.5 1 PEDESTRIAN,0,0,0,1
2004,Gloucester,8,16.0,9,SOUTH HARRISON TWP,09/20/2004,.2 1 DRIVER,1,0,0,0
2004,Mercer,11,2.0,9,EWING TWP,09/21/2004,.8 1 DRIVER,1,0,0,0
2004,Burlington,3,29.0,9,PEMBERTON TWP,09/22/2004,.0 1 DRIVER,1,0,0,0
2004,Camden,4,36.0,9,WINSLOW TWP,09/22/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,16.0,9,PERTH AMBOY CITY,09/22/2004,.6 1 DRIVER,1,0,0,0
2004,Morris,14,31.0,9,PEQUANNOCK TWP,09/22/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Salem,17,6.0,9,MANNINGTON TWP,09/22/2004,.3 1 DRIVER,1,0,0,0
2004,Bergen,2,51.0,9,RIDGEWOOD TWP,09/23/2004,.0 1 DRIVER,1,0,0,0
2004,Essex,7,5.0,9,EAST ORANGE CITY,09/23/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Gloucester,8,16.0,9,SOUTH HARRISON TWP,09/23/2004,.0 1 DRIVER,1,0,0,0
2004,Bergen,2,28.0,9,HOHOKUS BORO,09/24/2004,.0 1 PASSENGER,0,1,0,0
2004,Bergen,2,57.0,9,SADDLE BROOK TWP,09/24/2004,.0 1 PASSENGER,0,1,0,0
2004,Hudson,9,6.0,9,JERSEY CITY,09/24/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Morris,14,34.0,9,ROCKAWAY BORO,09/24/2004,.5 1 PASSENGER,0,1,0,0
2004,Cape May,5,4.0,9,DENNIS TWP,09/25/2004,.3 1 DRIVER,1,0,0,0
2004,Union,20,19.0,9,UNION TWP,09/25/2004,.1 1 PEDESTRIAN,0,0,0,1
2004,Atlantic,1,2.0,9,ATLANTIC CITY,09/26/2004,.6 1 DRIVER,1,0,0,0
2004,Gloucester,8,9.0,9,LOGAN TWP,09/26/2004,".0 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Monmouth,13,49.0,9,TINTON FALLS BORO,09/26/2004,.0 1 DRIVER,1,0,0,0
2004,Sussex,19,22.0,9,VERNON TWP,09/26/2004,.0 1 DRIVER,1,0,0,0
2004,Union,20,17.0,9,SPRINGFIELD TWP,09/26/2004,.2 1 DRIVER,1,0,0,0
2004,Mercer,11,11.0,9,TRENTON CITY,09/27/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,25.0,9,WOODBRIDGE TWP,09/27/2004,.4 1 PEDESTRIAN,0,0,0,1
2004,Union,20,4.0,9,ELIZABETH CITY,09/27/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Monmouth,13,10.0,9,COLTS NECK TWP,09/28/2004,.9 1 DRIVER,1,0,0,0
2004,Union,20,19.0,9,UNION TWP,09/28/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Burlington,3,13.0,9,EVESHAM TWP,09/29/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,24.0,10,MOUNT LAUREL TWP,10/01/2004,.0 1 DRIVER,1,0,0,0
2004,Hudson,9,9.0,10,SECAUCUS TOWN,10/01/2004,.2 1 DRIVER,1,0,0,0
2004,Monmouth,13,32.0,10,MIDDLETOWN TWP,10/01/2004,.0 1 DRIVER,1,0,0,0
2004,Sussex,19,4.0,10,BYRAM TWP,10/01/2004,.0 1 DRIVER,1,0,0,0
2004,Warren,21,22.0,10,WASHINGTON TWP,10/01/2004,.8 1 DRIVER,1,0,0,0
2004,Essex,7,16.0,10,NUTLEY TOWN,10/02/2004,".0 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Morris,14,36.0,10,ROXBURY TWP,10/02/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,17.0,10,LUMBERTON TWP,10/03/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Camden,4,36.0,10,WINSLOW TWP,10/03/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,,10,DOVER TWP,10/03/2004,.0 1 DRIVER,1,0,0,0
2004,Union,20,13.0,10,RAHWAY CITY,10/04/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Burlington,3,36.0,10,WASHINGTON TWP,10/05/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,12.0,10,MONROE TWP,10/05/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,14.0,10,NORTH BRUNSWICK TWP,10/05/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Union,20,4.0,10,ELIZABETH CITY,10/05/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Atlantic,1,13.0,10,HAMMONTON TOWN,10/07/2004,.9 1 DRIVER,1,0,0,0
2004,Burlington,3,29.0,10,PEMBERTON TWP,10/07/2004,.0 1 PASSENGER,0,1,0,0
2004,Essex,7,22.0,10,WEST ORANGE TOWN,10/07/2004,.0 1 DRIVER,1,0,0,0
2004,Mercer,11,14.0,10,PRINCETON TWP,10/07/2004,.0 1 DRIVER,1,0,0,0
2004,Camden,4,9.0,10,CHERRY HILL TWP,10/08/2004,.6 1 DRIVER,1,0,0,0
2004,Monmouth,13,1.0,10,ABERDEEN TWP,10/08/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,34.0,10,SPRINGFIELD TWP,10/09/2004,.0 1 DRIVER,1,0,0,0
2004,Morris,14,29.0,10,PARSIPPANY-TROY HILL,10/09/2004,.7 1 PASSENGER,0,1,0,0
2004,Salem,17,6.0,10,MANNINGTON TWP,10/10/2004,.0 1 DRIVER,1,0,0,0
2004,Union,20,9.0,10,LINDEN CITY,10/10/2004,.5 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,14.0,10,NEWARK CITY,10/11/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Ocean,15,,10,DOVER TWP,10/11/2004,.2 1 PEDESTRIAN,0,0,0,1
2004,Ocean,15,13.0,10,LACEY TWP,10/12/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,5.0,10,EAST ORANGE CITY,10/13/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Sussex,19,8.0,10,GREEN TWP,10/13/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,11.0,10,GALLOWAY TWP,10/14/2004,.9 1 DRIVER,1,0,0,0
2004,Essex,7,7.0,10,FAIRFIELD TWP,10/14/2004,.3 1 DRIVER,1,0,0,0
2004,Bergen,2,23.0,10,HACKENSACK CITY,10/15/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Burlington,3,4.0,10,BORDENTOWN TWP,10/15/2004,".3 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Essex,7,7.0,10,FAIRFIELD TWP,10/15/2004,.1 1 DRIVER,1,0,0,0
2004,Essex,7,12.0,10,MILLBURN TWP,10/15/2004,.1 1 DRIVER,1,0,0,0
2004,Gloucester,8,18.0,10,WASHINGTON TWP,10/15/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,,10,DOVER TWP,10/15/2004,.0 1 DRIVER,1,0,0,0
2004,Passaic,16,15.0,10,WEST MILFORD TWP,10/15/2004,.4 1 DRIVER,1,0,0,0
2004,Middlesex,12,4.0,10,EAST BRUNSWICK TWP,10/16/2004,.0 1 PASSENGER,0,1,0,0
2004,Salem,17,2.0,10,CARNEYS POINT TWP,10/16/2004,".0 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Essex,7,14.0,10,NEWARK CITY,10/17/2004,.2 1 PASSENGER,0,1,0,0
2004,Hunterdon,10,16.0,10,KINGWOOD TWP,10/17/2004,.8 1 PASSENGER,0,1,0,0
2004,Monmouth,13,31.0,10,MATAWAN BORO,10/17/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,36.0,10,NEPTUNE TWP,10/17/2004,.7 1 PASSENGER,0,1,0,0
2004,Ocean,15,,10,SO TOMS RIVER BORO,10/17/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,4.0,10,BUENA BORO,10/18/2004,".0 1 DRIVER,1 PASSENGER",1,1,0,0
2004,Monmouth,13,47.0,10,SPRING LAKE HGT BORO,10/18/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,1.0,10,BARNEGAT TWP,10/19/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,21.0,10,SOMERS POINT CITY,10/20/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Bergen,2,50.0,10,RIDGEFIELD PARK TWP,10/20/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Burlington,3,6.0,10,BURLINGTON TWP,10/20/2004,.0 1 PASSENGER,0,1,0,0
2004,Monmouth,13,30.0,10,MARLBORO TWP,10/20/2004,.0 1 PASSENGER,0,1,0,0
2004,Salem,17,,10,FRANKLIN TWP,10/20/2004,.0 1 DRIVER,1,0,0,0
2004,Hunterdon,10,6.0,10,CLINTON TWP,10/21/2004,.6 1 DRIVER,1,0,0,0
2004,Ocean,15,19.0,10,MANCHESTER TWP,10/22/2004,.0 1 DRIVER,1,0,0,0
2004,Union,20,18.0,10,SUMMIT CITY,10/22/2004,.6 1 DRIVER,1,0,0,0
2004,Morris,14,35.0,10,ROCKAWAY TWP,10/23/2004,.7 1 DRIVER,1,0,0,0
2004,Burlington,3,32.0,10,SHAMONG TWP,10/24/2004,.0 1 DRIVER,1,0,0,0
2004,Essex,7,14.0,10,NEWARK CITY,10/24/2004,".0 1 DRIVER, 2 PASSENGERS",1,2,0,0
2004,Morris,14,22.0,10,MORRIS TWP,10/25/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,12.0,10,HAMILTON TWP,10/28/2004,.8 1 PEDESTRIAN,0,0,0,1
2004,Morris,14,38.0,10,WASHINGTON TWP,10/28/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,7.0,10,CHESTERFIELD TWP,10/29/2004,.0 1 PASSENGER,0,1,0,0
2004,Burlington,3,26.0,10,NORTH HANOVER TWP,10/30/2004,.0 1 PASSENGER,0,1,0,0
2004,Camden,4,36.0,10,WINSLOW TWP,10/30/2004,.0 1 PASSENGER,0,1,0,0
2004,Sussex,19,13.0,10,LAFAYETTE TWP,10/30/2004,.5 1 DRIVER,1,0,0,0
2004,Essex,7,5.0,10,EAST ORANGE CITY,10/31/2004,.0 1 PASSENGER,0,1,0,0
2004,Essex,7,14.0,10,NEWARK CITY,10/31/2004,.0 2 PEDESTRIANS,0,0,0,2
2004,Camden,4,8.0,11,CAMDEN CITY,11/01/2004,.8 1 DRIVER,1,0,0,0
2004,Hudson,9,7.0,11,KEARNY TOWN,11/01/2004,.0 2 PASSENGERS,0,2,0,0
2004,Bergen,2,70.0,11,WYCKOFF TWP,11/02/2004,.4 1 DRIVER,1,0,0,0
2004,Atlantic,1,1.0,11,ABSECON CITY,11/03/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,12.0,11,HAMILTON TWP,11/03/2004,.2 1 PASSENGER,0,1,0,0
2004,Essex,7,11.0,11,MAPLEWOOD TWP,11/03/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Middlesex,12,25.0,11,WOODBRIDGE TWP,11/03/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Middlesex,12,25.0,11,WOODBRIDGE TWP,11/03/2004,.1 1 PEDESTRIAN,0,0,0,1
2004,Monmouth,13,18.0,11,HAZLET TWP,11/03/2004,.6 1 BICYCLIST,0,0,1,0
2004,Monmouth,13,36.0,11,NEPTUNE CITY,11/03/2004,.4 1 PEDESTRIAN,0,0,0,1
2004,Salem,17,,11,NO PLAINFIELD BORO,11/03/2004,.8 1 DRIVER,1,0,0,0
2004,Cape May,5,6.0,11,MIDDLE TWP,11/04/2004,.9 1 PASSENGER,0,1,0,0
2004,Mercer,11,14.0,11,PRINCETON BORO,11/04/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,16.0,11,PERTH AMBOY CITY,11/04/2004,.0 1 PASSENGER,0,1,0,0
2004,Bergen,2,35.0,11,MIDLAND PARK BORO,11/05/2004,.0 1 DRIVER,1,0,0,0
2004,Mercer,11,11.0,11,TRENTON CITY,11/05/2004,.0 1 PASSENGER,0,1,0,0
2004,Hudson,9,9.0,11,SECAUCUS TOWN,11/06/2004,.6 1 PASSENGER,0,1,0,0
2004,Mercer,11,1.0,11,EAST WINDSOR TWP,11/06/2004,.5 1 DRIVER,1,0,0,0
2004,Mercer,11,6.0,11,HOPEWELL TWP,11/08/2004,.7 1 DRIVER,1,0,0,0
2004,Ocean,15,12.0,11,JACKSON TWP,11/08/2004,.0 1 PASSENGER,0,1,0,0
2004,Mercer,11,7.0,11,LAWRENCE TWP,11/09/2004,.0 1 PASSENGER,0,1,0,0
2004,Essex,7,9.0,11,IRVINGTON TOWN,11/10/2004,.5 1 DRIVER,1,0,0,0
2004,Morris,14,36.0,11,ROXBURY TWP,11/10/2004,.6 1 DRIVER,1,0,0,0
2004,Sussex,19,17.0,11,SANDYSTON TWP,11/10/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,12.0,11,HAMILTON TWP,11/11/2004,.4 1 PEDESTRIAN,0,0,0,1
2004,Camden,4,27.0,11,PENNSAUKEN TWP,11/11/2004,.5 1 PEDESTRIAN,0,0,0,1
2004,Camden,4,9.0,11,CHERRY HILL TWP,11/12/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,15.0,11,OLD BRIDGE TWP,11/12/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Middlesex,12,15.0,11,OLD BRIDGE TWP,11/12/2004,.0 1 DRIVER,1,0,0,0
2004,Morris,14,35.0,11,ROCKAWAY TWP,11/12/2004,.7 1 DRIVER,1,0,0,0
2004,Bergen,2,33.0,11,MAHWAH TWP,11/13/2004,.1 1 DRIVER,1,0,0,0
2004,Union,20,12.0,11,PLAINFIELD CITY,11/14/2004,.0 1 PASSENGER,0,1,0,0
2004,Warren,21,7.0,11,GREENWICH TWP,11/14/2004,".5 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Salem,17,14.0,11,UPPER PITTSGROVE TWP,11/15/2004,.5 1 DRIVER,1,0,0,0
2004,Atlantic,1,14.0,11,LINWOOD CITY,11/16/2004,.8 1 PEDESTRIAN,0,0,0,1
2004,Ocean,15,7.0,11,BRICK TWP,11/16/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Bergen,2,19.0,11,FORT LEE BORO,11/17/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Cape May,5,5.0,11,LOWER TWP,11/17/2004,.0 1 DRIVER,1,0,0,0
2004,Mercer,11,3.0,11,HAMILTON TWP,11/17/2004,.2 1 DRIVER,1,0,0,0
2004,Salem,17,,11,BRIDGEWATER TWP,11/18/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Warren,21,7.0,11,GREENWICH TWP,11/19/2004,.9 1 DRIVER,1,0,0,0
2004,Hunterdon,10,21.0,11,RARITAN TWP,11/20/2004,.0 1 DRIVER,1,0,0,0
2004,Morris,14,17.0,11,MADISON BORO,11/20/2004,.0 1 DRIVER,1,0,0,0
2004,Essex,7,21.0,11,WEST CALDWELL BORO,11/25/2004,.0 1 PASSENGER,0,1,0,0
2004,Monmouth,13,9.0,11,BRIELLE BORO,11/26/2004,.9 1 DRIVER,1,0,0,0
2004,Union,20,3.0,11,CRANFORD TWP,11/27/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Atlantic,1,20.0,11,PORT REPUBLIC CITY,11/28/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,21.0,11,HOWELL TWP,11/28/2004,.0 1 DRIVER,1,0,0,0
2004,Morris,14,29.0,11,PARSIPPANY-TROY HILL,11/28/2004,.0 1 PASSENGER,0,1,0,0
2004,Morris,14,39.0,11,WHARTON BORO,11/28/2004,.5 1 DRIVER,1,0,0,0
2004,Salem,17,10.0,11,PILESGROVE TWP,11/28/2004,".2 2 DRIVERS, 1 PASSENGER",2,1,0,0
2004,Salem,17,,11,WATCHUNG BORO,11/28/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,17.0,11,LUMBERTON TWP,11/29/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,19.0,11,MANCHESTER TWP,11/29/2004,.2 1 DRIVER,1,0,0,0
2004,Gloucester,8,18.0,11,WASHINGTON TWP,11/30/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Mercer,11,1.0,12,EAST WINDSOR TWP,12/01/2004,.8 1 PEDESTRIAN,0,0,0,1
2004,Bergen,2,19.0,12,FORT LEE BORO,12/02/2004,.6 1 DRIVER,1,0,0,0
2004,Union,20,19.0,12,UNION TWP,12/04/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,21.0,12,HOWELL TWP,12/07/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Salem,17,,12,HILLSBOROUGH TWP,12/07/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,17.0,12,ORANGE CITY,12/08/2004,.0 1 PASSENGER,0,1,0,0
2004,Middlesex,12,14.0,12,NORTH BRUNSWICK TWP,12/08/2004,.0 1 DRIVER,1,0,0,0
2004,Middlesex,12,24.0,12,SPOTSWOOD BORO,12/08/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,,12,DOVER TWP,12/08/2004,.4 1 DRIVER,1,0,0,0
2004,Ocean,15,14.0,12,LAKEHURST BORO,12/09/2004,.5 1 PASSENGER,0,1,0,0
2004,Warren,21,1.0,12,ALLAMUCHY TWP,12/09/2004,.5 1 DRIVER,1,0,0,0
2004,Middlesex,12,19.0,12,SAYREVILLE BORO,12/10/2004,.2 1 PEDESTRIAN,0,0,0,1
2004,Ocean,15,,12,DOVER TWP,12/11/2004,.5 1 PASSENGER,0,1,0,0
2004,Warren,21,13.0,12,KNOWLTON TWP,12/13/2004,".6 1 DRIVER, 1 PEDESTRIAN",1,0,0,1
2004,Bergen,2,57.0,12,SADDLE BROOK TWP,12/14/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,12.0,12,MILLBURN TWP,12/14/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Gloucester,8,2.0,12,DEPTFORD TWP,12/15/2004,.7 1 PASSENGER,0,1,0,0
2004,Passaic,16,8.0,12,PATERSON CITY,12/15/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Morris,14,31.0,12,PEQUANNOCK TWP,12/16/2004,.5 1 PASSENGER,0,1,0,0
2004,Ocean,15,31.0,12,STAFFORD TWP,12/16/2004,.9 1 DRIVER,1,0,0,0
2004,Monmouth,13,36.0,12,NEPTUNE TWP,12/17/2004,.0 1 PASSENGER,0,1,0,0
2004,Passaic,16,2.0,12,CLIFTON CITY,12/17/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Salem,17,,12,OLDSMAN TWP,12/17/2004,.2 1 DRIVER,1,0,0,0
2004,Bergen,2,23.0,12,HACKENSACK CITY,12/18/2004,.0 1 BICYCLIST,0,0,1,0
2004,Burlington,3,4.0,12,BORDENTOWN TWP,12/18/2004,.2 1 PEDESTRIAN,0,0,0,1
2004,Passaic,16,7.0,12,PASSAIC CITY,12/18/2004,.4 1 DRIVER,1,0,0,0
2004,Atlantic,1,12.0,12,HAMILTON TWP,12/19/2004,.0 1 DRIVER,1,0,0,0
2004,Burlington,3,1.0,12,BASS RIVER TWP,12/19/2004,.8 1 DRIVER,1,0,0,0
2004,Middlesex,12,15.0,12,OLD BRIDGE TWP,12/19/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,6.0,12,AVON BY THE SEA BORO,12/19/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,1.0,12,BARNEGAT TWP,12/19/2004,".5 1 DRIVER, 1 PASSENGER",1,1,0,0
2004,Ocean,15,19.0,12,MANCHESTER TWP,12/19/2004,.0 1 DRIVER,1,0,0,0
2004,Hudson,9,8.0,12,NORTH BERGEN TWP,12/20/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Ocean,15,,12,DOVER TWP,12/20/2004,.7 1 DRIVER,1,0,0,0
2004,Bergen,2,56.0,12,RUTHERFORD BORO,12/21/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Camden,4,14.0,12,GLOUCESTER CITY,12/21/2004,.7 1 DRIVER,1,0,0,0
2004,Essex,7,14.0,12,NEWARK CITY,12/21/2004,.0 1 PASSENGER,0,1,0,0
2004,Burlington,3,37.0,12,WESTAMPTON TWP,12/23/2004,.3 1 DRIVER,1,0,0,0
2004,Cumberland,6,14.0,12,VINELAND CITY,12/23/2004,.0 1 DRIVER,1,0,0,0
2004,Monmouth,13,17.0,12,FREEHOLD TWP,12/23/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Passaic,16,2.0,12,CLIFTON CITY,12/23/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Cape May,5,6.0,12,MIDDLE TWP,12/24/2004,.7 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,14.0,12,NEWARK CITY,12/24/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Essex,7,16.0,12,NUTLEY TOWN,12/24/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Gloucester,8,18.0,12,WASHINGTON TWP,12/24/2004,.0 2 DRIVERS,2,0,0,0
2004,Ocean,15,13.0,12,LACEY TWP,12/24/2004,.9 1 DRIVER,1,0,0,0
2004,Ocean,15,15.0,12,LAKEWOOD TWP,12/24/2004,.0 1 DRIVER,1,0,0,0
2004,Salem,17,12.0,12,QUINTON TWP,12/24/2004,.0 1 DRIVER,1,0,0,0
2004,Camden,4,9.0,12,CHERRY HILL TWP,12/26/2004,.6 1 PASSENGER,0,1,0,0
2004,Essex,7,22.0,12,WEST ORANGE TOWN,12/26/2004,.0 2 PEDESTRIANS,0,0,0,2
2004,Ocean,15,,12,PT PLEASANT BORO,12/26/2004,.4 1 PASSENGER,0,1,0,0
2004,Salem,17,1.0,12,ALLOWAY TWP,12/26/2004,.0 1 DRIVER,1,0,0,0
2004,Salem,17,,12,MONTGOMERY TWP,12/26/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,19.0,12,MANCHESTER TWP,12/27/2004,.0 1 DRIVER,1,0,0,0
2004,Ocean,15,7.0,12,BRICK TWP,12/28/2004,.0 1 DRIVER,1,0,0,0
2004,Atlantic,1,20.0,12,PORT REPUBLIC CITY,12/29/2004,.5 1 DRIVER,1,0,0,0
2004,Gloucester,8,2.0,12,DEPTFORD TWP,12/29/2004,.2 1 DRIVER,1,0,0,0
2004,Essex,7,14.0,12,NEWARK CITY,12/30/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Mercer,11,3.0,12,HAMILTON TWP,12/30/2004,.0 1 PEDESTRIAN,0,0,0,1
2004,Middlesex,12,5.0,12,EDISON TWP,12/30/2004,.0 1 BICYCLIST,0,0,1,0
2004,Burlington,3,37.0,12,WESTAMPTON TWP,12/31/2004,.0 1 DRIVER,1,0,0,0
2004,Gloucester,8,20.0,12,WEST DEPTFORD TWP,12/31/2004,.5 1 DRIVER,1,0,0,0
2005,Union,20,4.0,1,ELIZABETH CITY,01/01/2005,.0 1 PEDESTRIAN,0,0,0,1
2005,Passaic,16,8.0,1,PATERSON CITY,01/03/2005,.0 1 PEDESTRIAN,0,0,0,1
2005,Hudson,9,7.0,1,KEARNY TOWN,01/05/2005,.0 1 PASSENGER,0,1,0,0
2005,Mercer,11,3.0,1,HAMILTON TWP,01/06/2005,.5 1 PEDESTRIAN,0,0,0,1
2005,Morris,14,27.0,1,MOUNT OLIVE TWP,01/06/2005,.7 1 DRIVER,1,0,0,0
2005,Burlington,3,18.0,1,MANSFIELD TWP,01/07/2005,.2 1 DRIVER,1,0,0,0
2005,Cape May,5,11.0,1,UPPER TWP,01/07/2005,.2 1 DRIVER,1,0,0,0
2005,Middlesex,12,12.0,1,MONROE TWP,01/07/2005,.0 1 PASSENGER,0,1,0,0
2005,Passaic,16,2.0,1,CLIFTON CITY,01/07/2005,.0 1 PEDESTRIAN,0,0,0,1
2005,Passaic,16,13.0,1,WANAQUE BORO,01/07/2005,.3 2 DRIVERS,2,0,0,0
2005,Sussex,19,9.0,1,HAMBURG BORO,01/07/2005,.9 1 DRIVER,1,0,0,0
2005,Burlington,3,33.0,1,SOUTHAMPTON TWP,01/08/2005,.0 1 DRIVER,1,0,0,0
2005,Hudson,9,11.0,1,WEEHAWKEN TWP,01/08/2005,.0 1 DRIVER,1,0,0,0
2005,Salem,17,,1,OLDSMAN TWP,01/08/2005,.2 1 DRIVER,1,0,0,0
2005,Atlantic,1,11.0,1,GALLOWAY TWP,01/11/2005,.9 1 PEDESTRIAN,0,0,0,1
2005,Hudson,9,1.0,1,BAYONNE CITY,01/11/2005,.0 1 PEDESTRIAN,0,0,0,1
2005,Mercer,11,14.0,1,PRINCETON TWP,01/11/2005,.2 1 DRIVER,1,0,0,0
2005,Atlantic,1,1.0,1,ABSECON CITY,01/12/2005,.0 1 PASSENGER,0,1,0,0
2005,Monmouth,13,21.0,1,HOWELL TWP,01/12/2005,.5 1 DRIVER,1,0,0,0
2005,Bergen,2,33.0,1,MAHWAH TWP,01/13/2005,.6 1 DRIVER,1,0,0,0
2005,Camden,4,27.0,1,PENNSAUKEN TWP,01/13/2005,.0 1 DRIVER,1,0,0,0
2005,Mercer,11,3.0,1,HAMILTON TWP,01/13/2005,.5 1 PASSENGER,0,1,0,0
2005,Passaic,16,7.0,1,PASSAIC CITY,01/13/2005,.0 1 DRIVER,1,0,0,0
2005,Cape May,5,11.0,1,UPPER TWP,01/14/2005,".6 1 DRIVER, 1PASSENGER",1,1,0,0
2005,Middlesex,12,12.0,1,MONROE TWP,01/14/2005,.0 1 DRIVER,1,0,0,0
2005,Morris,14,5.0,1,CHATHAM TWP,01/16/2005,.0 1 DRIVER,1,0,0,0
2005,Atlantic,1,5.0,1,BUENA VISTA TWP,01/17/2005,.4 1 DRIVER,1,0,0,0
